email_event_id,hubspot_contact_id,lead_id,event_datetime,event_type,campaign_id,email_name
HEM017458,HS104114,LED004114,2025-08-05T10:00:00,Delivered,CMP000013,Post-Demo Follow Up
HEM017459,,LED003537,2025-12-01T16:00:00,Delivered,,Quarterly Newsletter
HEM017460,HS100345,LED000345,2026-06-30T00:00:00,Delivered,CMP000011,Nurture 2 - Case Study
HEM017461,HS102954,LED002954,2025-08-02T11:00:00,Delivered,CMP000035,Webinar Invite
HEM017462,HS100853,LED000853,2025-07-16T16:00:00,Opened,CMP000015,Webinar Invite
HEM017463,HS103906,LED003906,2025-02-15T03:00:00,Delivered,CMP000027,Quarterly Newsletter
HEM017464,HS100553,LED000553,2025-05-19T15:00:00,Opened,CMP000029,Quarterly Newsletter
HEM017465,HS103673,LED003673,2025-11-09T20:00:00,Delivered,CMP000008,Webinar Invite
HEM017466,HS103720,LED003720,2026-03-11T12:00:00,Opened,,CRM Audit Offer
HEM017467,HS102553,LED002553,2025-08-29T13:00:00,Opened,CMP000017,CRM Audit Offer
HEM017468,HS101681,LED001681,2025-09-01T07:00:00,Clicked,CMP000024,Nurture 2 - Case Study
HEM017469,HS102234,LED002234,2026-03-08T01:00:00,Replied,CMP000033,Post-Demo Follow Up
HEM017470,HS102292,LED002292,2025-07-20T03:00:00,Opened,CMP000006,Quarterly Newsletter
HEM017471,HS102949,LED002949,2025-07-28T09:00:00,Unsubscribed,CMP000010,Nurture 2 - Case Study
HEM017472,HS101435,LED001435,2025-05-19T02:00:00,Delivered,CMP000006,Nurture 1 - Pain Point
HEM017473,HS100738,LED000738,2025-06-13T04:00:00,Opened,CMP000003,Webinar Invite
HEM017474,HS103862,LED003862,2026-06-30T00:00:00,Delivered,,Quarterly Newsletter
HEM017475,HS103934,LED003934,2025-02-23T02:00:00,Opened,CMP000010,CRM Audit Offer
HEM017476,HS100655,LED000655,2026-05-27T17:00:00,Bounced,CMP000011,Quarterly Newsletter
HEM017477,HS101330,LED001330,2026-02-18T10:00:00,Delivered,CMP000036,CRM Audit Offer
HEM017478,HS103163,LED003163,2025-04-30T17:00:00,Delivered,CMP000028,Post-Demo Follow Up
HEM017479,,LED001368,2025-07-11T07:00:00,Opened,,Nurture 2 - Case Study
HEM017480,HS102948,LED002948,2026-04-11T02:00:00,Delivered,CMP000028,Nurture 1 - Pain Point
HEM017481,,LED003268,2026-06-30T00:00:00,Clicked,CMP000005,Nurture 1 - Pain Point
HEM017482,HS103904,LED003904,2026-06-30T00:00:00,Unsubscribed,CMP000020,Nurture 2 - Case Study
HEM017483,HS103861,LED003861,2026-05-29T07:00:00,Clicked,CMP000013,Quarterly Newsletter
HEM017484,HS102536,LED002536,2026-02-17T15:00:00,Delivered,CMP000036,CRM Audit Offer
HEM017485,HS102825,LED002825,2026-06-09T00:00:00,Bounced,CMP000005,CRM Audit Offer
HEM017486,HS101341,LED001341,2026-02-28T08:00:00,Opened,CMP000029,Quarterly Newsletter
HEM017487,HS102620,LED002620,2026-02-19T02:00:00,Opened,CMP000024,CRM Audit Offer
HEM017488,HS100128,LED000128,2025-08-22T16:00:00,Opened,CMP000007,Nurture 2 - Case Study
HEM017489,HS103945,LED003945,2026-02-12T19:00:00,Delivered,CMP000010,Quarterly Newsletter
HEM017490,HS103444,LED003444,2025-08-19T06:00:00,Delivered,CMP000028,Nurture 1 - Pain Point
HEM017491,,LED002410,2026-06-30T00:00:00,Delivered,CMP000002,Nurture 2 - Case Study
HEM017492,HS104058,LED004058,2025-12-25T08:00:00,Delivered,,Nurture 2 - Case Study
HEM017493,HS100706,LED000706,2026-05-03T09:00:00,Delivered,CMP000007,Post-Demo Follow Up
HEM017494,HS104055,LED004055,2026-01-24T15:00:00,Replied,CMP000019,CRM Audit Offer
HEM017495,HS102345,LED002345,2025-07-07T19:00:00,Delivered,CMP000023,Quarterly Newsletter
HEM017496,,LED003611,2025-09-03T14:00:00,Unsubscribed,CMP000019,CRM Audit Offer
HEM017497,HS100872,LED000872,2025-04-21T22:00:00,Delivered,,Post-Demo Follow Up
HEM017498,HS100643,LED000643,2025-10-15T20:00:00,Delivered,CMP000030,Quarterly Newsletter
HEM017499,,LED003773,2026-03-21T16:00:00,Opened,CMP000025,Nurture 1 - Pain Point
HEM017500,HS100635,LED000635,2026-06-30T00:00:00,Delivered,CMP000009,Webinar Invite
HEM017501,,LED000437,2026-06-30T00:00:00,Replied,CMP000002,Quarterly Newsletter
HEM017502,HS103679,LED003679,2025-08-02T14:00:00,Clicked,CMP000022,Webinar Invite
HEM017503,HS101908,LED001908,2026-02-13T01:00:00,Replied,CMP000028,Post-Demo Follow Up
HEM017504,HS103530,LED003530,2026-02-12T13:00:00,Opened,CMP000005,CRM Audit Offer
HEM017505,HS103443,LED003443,2026-06-30T00:00:00,Clicked,CMP000003,CRM Audit Offer
HEM017506,HS101663,LED001663,2026-06-30T00:00:00,Delivered,CMP000009,Nurture 1 - Pain Point
HEM017507,HS100935,LED000935,2025-11-17T23:00:00,Clicked,CMP000009,Post-Demo Follow Up
HEM017508,HS103057,LED003057,2025-08-02T16:00:00,Delivered,CMP000013,Nurture 2 - Case Study
HEM017509,HS102698,LED002698,2025-08-01T06:00:00,Replied,CMP000011,Nurture 2 - Case Study
HEM017510,HS102360,LED002360,2025-05-11T08:00:00,Delivered,CMP000029,Nurture 1 - Pain Point
HEM017511,HS100350,LED000350,2025-02-07T04:00:00,Delivered,CMP000015,Quarterly Newsletter
HEM017512,HS103029,LED003029,2025-12-27T07:00:00,Delivered,CMP000024,Nurture 1 - Pain Point
HEM017513,HS103720,LED003720,2026-03-22T01:00:00,Delivered,CMP000004,Nurture 2 - Case Study
HEM017514,HS100830,LED000830,2025-12-16T05:00:00,Delivered,CMP000023,Nurture 2 - Case Study
HEM017515,HS102944,LED002944,2026-05-05T02:00:00,Opened,CMP000022,Quarterly Newsletter
HEM017516,HS103232,LED003232,2026-06-30T00:00:00,Clicked,CMP000031,Quarterly Newsletter
HEM017517,HS101174,LED001174,2025-09-09T22:00:00,Opened,CMP000035,Webinar Invite
HEM017518,HS100117,LED000117,2026-01-04T12:00:00,Delivered,CMP000025,CRM Audit Offer
HEM017519,HS103907,LED003907,2026-06-30T00:00:00,Delivered,CMP000006,Quarterly Newsletter
HEM017520,HS103775,LED003775,2026-04-14T17:00:00,Delivered,CMP000002,Nurture 1 - Pain Point
HEM017521,,LED002260,2026-03-21T19:00:00,Delivered,CMP000002,Nurture 2 - Case Study
HEM017522,HS100389,LED000389,2025-07-28T23:00:00,Opened,CMP000034,Webinar Invite
HEM017523,,LED003301,2026-03-11T19:00:00,Opened,CMP000013,Nurture 1 - Pain Point
HEM017524,HS103905,LED003905,2026-04-14T18:00:00,Delivered,CMP000018,Quarterly Newsletter
HEM017525,HS100348,LED000348,2026-01-12T19:00:00,Delivered,CMP000022,Quarterly Newsletter
HEM017526,HS102454,LED002454,2026-01-31T05:00:00,Delivered,CMP000035,CRM Audit Offer
HEM017527,HS101919,LED001919,2026-02-02T02:00:00,Opened,CMP000019,Nurture 2 - Case Study
HEM017528,HS100666,LED000666,2026-04-17T07:00:00,Unsubscribed,CMP000017,CRM Audit Offer
HEM017529,HS102202,LED002202,2025-11-06T13:00:00,Delivered,CMP000032,Quarterly Newsletter
HEM017530,,LED003082,2026-04-01T01:00:00,Delivered,CMP000021,Webinar Invite
HEM017531,HS102408,LED002408,2025-06-09T06:00:00,Delivered,,Nurture 2 - Case Study
HEM017532,HS101414,LED001414,2026-06-17T09:00:00,Clicked,,Quarterly Newsletter
HEM017533,HS103507,LED003507,2025-08-29T03:00:00,Opened,CMP000016,Nurture 2 - Case Study
HEM017534,HS101780,LED001780,2025-10-29T03:00:00,Delivered,CMP000020,Nurture 1 - Pain Point
HEM017535,HS102187,LED002187,2025-09-29T11:00:00,Delivered,CMP000007,Nurture 1 - Pain Point
HEM017536,HS103627,LED003627,2026-03-08T10:00:00,Delivered,CMP000018,Webinar Invite
HEM017537,HS103138,LED003138,2025-09-09T23:00:00,Delivered,,Webinar Invite
HEM017538,,LED001306,2025-12-02T13:00:00,Delivered,CMP000025,Nurture 2 - Case Study
HEM017539,HS103287,LED003287,2026-01-05T19:00:00,Delivered,CMP000032,Webinar Invite
HEM017540,HS104054,LED004054,2026-06-30T00:00:00,Delivered,CMP000021,CRM Audit Offer
HEM017541,,LED001849,2026-06-12T20:00:00,Bounced,CMP000019,Webinar Invite
HEM017542,HS103010,LED003010,2025-08-08T03:00:00,Opened,CMP000006,Webinar Invite
HEM017543,HS102504,LED002504,2026-04-03T17:00:00,Clicked,CMP000019,Webinar Invite
HEM017544,HS100199,LED000199,2025-11-04T12:00:00,Delivered,CMP000036,CRM Audit Offer
HEM017545,HS102753,LED002753,2025-11-24T14:00:00,Delivered,CMP000006,Nurture 2 - Case Study
HEM017546,HS101421,LED001421,2025-11-01T23:00:00,Opened,CMP000006,Webinar Invite
HEM017547,,LED003784,2026-03-17T19:00:00,Delivered,CMP000027,Quarterly Newsletter
HEM017548,HS101217,LED001217,2026-06-30T00:00:00,Opened,CMP000027,Quarterly Newsletter
HEM017549,HS101699,LED001699,2025-12-22T15:00:00,Bounced,CMP000018,Post-Demo Follow Up
HEM017550,HS100436,LED000436,2026-06-30T00:00:00,Clicked,CMP000036,Post-Demo Follow Up
HEM017551,HS101931,LED001931,2025-08-07T20:00:00,Delivered,CMP000003,Nurture 2 - Case Study
HEM017552,HS100417,LED000417,2026-06-30T00:00:00,Delivered,CMP000035,Post-Demo Follow Up
HEM017553,HS101447,LED001447,2026-06-30T00:00:00,Opened,CMP000001,Quarterly Newsletter
HEM017554,HS101049,LED001049,2026-06-30T00:00:00,Clicked,CMP000036,Nurture 1 - Pain Point
HEM017555,HS103483,LED003483,2025-08-30T00:00:00,Replied,CMP000019,Post-Demo Follow Up
HEM017556,HS101877,LED001877,2026-01-26T07:00:00,Delivered,CMP000018,CRM Audit Offer
HEM017557,HS103563,LED003563,2026-02-04T02:00:00,Delivered,CMP000034,Nurture 2 - Case Study
HEM017558,HS104171,LED004171,2025-10-01T06:00:00,Delivered,,CRM Audit Offer
HEM017559,HS100370,LED000370,2025-03-06T14:00:00,Delivered,CMP000015,Post-Demo Follow Up
HEM017560,HS101507,LED001507,2025-10-04T11:00:00,Delivered,CMP000019,CRM Audit Offer
HEM017561,HS102765,LED002765,2026-03-23T16:00:00,Opened,,Post-Demo Follow Up
HEM017562,HS102304,LED002304,2026-05-09T20:00:00,Opened,CMP000033,CRM Audit Offer
HEM017563,HS102086,LED002086,2025-09-20T09:00:00,Clicked,CMP000006,Post-Demo Follow Up
HEM017564,HS102624,LED002624,2026-06-30T00:00:00,Delivered,CMP000001,CRM Audit Offer
HEM017565,HS100292,LED000292,2025-04-02T12:00:00,Replied,CMP000030,Nurture 2 - Case Study
HEM017566,HS102959,LED002959,2025-12-12T08:00:00,Delivered,CMP000015,Post-Demo Follow Up
HEM017567,HS102509,LED002509,2025-06-30T01:00:00,Delivered,CMP000023,Webinar Invite
HEM017568,,LED000019,2026-05-18T03:00:00,Opened,CMP000004,Webinar Invite
HEM017569,HS103715,LED003715,2026-01-17T05:00:00,Delivered,CMP000016,Webinar Invite
HEM017570,HS100748,LED000748,2026-02-26T23:00:00,Opened,CMP000025,Nurture 2 - Case Study
HEM017571,HS101565,LED001565,2026-01-06T10:00:00,Clicked,CMP000018,CRM Audit Offer
HEM017572,HS100433,LED000433,2026-05-24T07:00:00,Delivered,CMP000006,Post-Demo Follow Up
HEM017573,,LED003311,2025-11-15T00:00:00,Delivered,CMP000031,CRM Audit Offer
HEM017574,HS102131,LED002131,2025-11-04T02:00:00,Bounced,CMP000017,Quarterly Newsletter
HEM017575,HS103455,LED003455,2025-05-23T12:00:00,Delivered,CMP000013,Nurture 2 - Case Study
HEM017576,HS100935,LED000935,2026-02-27T04:00:00,Opened,CMP000022,Quarterly Newsletter
HEM017577,HS102168,LED002168,2025-12-13T15:00:00,Delivered,CMP000021,Webinar Invite
HEM017578,HS100860,LED000860,2026-05-24T16:00:00,Opened,CMP000014,Nurture 2 - Case Study
HEM017579,HS102353,LED002353,2025-05-27T02:00:00,Delivered,CMP000018,CRM Audit Offer
HEM017580,HS101689,LED001689,2025-12-09T15:00:00,Opened,CMP000007,Post-Demo Follow Up
HEM017581,HS100415,LED000415,2025-06-29T11:00:00,Delivered,CMP000023,Nurture 2 - Case Study
HEM017582,HS100641,LED000641,2025-04-10T04:00:00,Delivered,CMP000020,Nurture 2 - Case Study
HEM017583,HS104016,LED004016,2025-04-02T03:00:00,Delivered,CMP000009,Webinar Invite
HEM017584,HS103322,LED003322,2026-03-15T10:00:00,Delivered,CMP000003,Nurture 1 - Pain Point
HEM017585,HS103010,LED003010,2025-10-10T11:00:00,Opened,CMP000011,Nurture 1 - Pain Point
HEM017586,HS101084,LED001084,2026-06-30T00:00:00,Delivered,CMP000031,CRM Audit Offer
HEM017587,HS102221,LED002221,2025-09-01T00:00:00,Delivered,CMP000030,Post-Demo Follow Up
HEM017588,HS103557,LED003557,2025-06-04T11:00:00,Opened,CMP000004,Post-Demo Follow Up
HEM017589,HS100214,LED000214,2025-05-05T11:00:00,Delivered,,Post-Demo Follow Up
HEM017590,HS101870,LED001870,2026-04-15T01:00:00,Delivered,CMP000036,Post-Demo Follow Up
HEM017591,HS101309,LED001309,2025-04-21T08:00:00,Delivered,CMP000014,Webinar Invite
HEM017592,HS103707,LED003707,2026-06-30T00:00:00,Delivered,CMP000007,Nurture 2 - Case Study
HEM017593,HS103110,LED003110,2025-10-19T20:00:00,Opened,CMP000009,Post-Demo Follow Up
HEM017594,HS100143,LED000143,2025-11-11T12:00:00,Opened,CMP000007,Quarterly Newsletter
HEM017595,HS103744,LED003744,2025-08-07T03:00:00,Clicked,,Webinar Invite
HEM017596,HS101632,LED001632,2026-04-20T07:00:00,Opened,CMP000021,Webinar Invite
HEM017597,HS101766,LED001766,2025-11-28T02:00:00,Delivered,,Webinar Invite
HEM017598,HS100229,LED000229,2026-04-05T09:00:00,Opened,CMP000005,CRM Audit Offer
HEM017599,HS101565,LED001565,2025-09-24T10:00:00,Opened,CMP000002,Quarterly Newsletter
HEM017600,HS101737,LED001737,2026-06-15T20:00:00,Delivered,CMP000034,Nurture 1 - Pain Point
HEM017601,HS103284,LED003284,2026-06-19T09:00:00,Opened,CMP000024,Quarterly Newsletter
HEM017602,HS102330,LED002330,2025-10-27T01:00:00,Delivered,CMP000012,Nurture 2 - Case Study
HEM017603,HS100946,LED000946,2025-10-30T11:00:00,Opened,CMP000029,Quarterly Newsletter
HEM017604,,LED001377,2025-01-11T04:00:00,Opened,CMP000013,Post-Demo Follow Up
HEM017605,HS100273,LED000273,2026-01-10T20:00:00,Delivered,,Post-Demo Follow Up
HEM017606,HS103073,LED003073,2026-05-02T03:00:00,Delivered,CMP000025,CRM Audit Offer
HEM017607,HS101326,LED001326,2025-09-21T11:00:00,Delivered,CMP000015,Quarterly Newsletter
HEM017608,HS101992,LED001992,2025-10-23T10:00:00,Delivered,CMP000009,Post-Demo Follow Up
HEM017609,HS101811,LED001811,2025-04-18T16:00:00,Opened,CMP000022,Nurture 2 - Case Study
HEM017610,HS103480,LED003480,2026-06-30T00:00:00,Opened,CMP000021,Webinar Invite
HEM017611,HS101675,LED001675,2026-05-08T04:00:00,Delivered,CMP000031,Webinar Invite
HEM017612,HS101996,LED001996,2026-02-17T12:00:00,Delivered,CMP000025,Quarterly Newsletter
HEM017613,HS101785,LED001785,2025-03-28T03:00:00,Delivered,CMP000029,Quarterly Newsletter
HEM017614,HS100436,LED000436,2026-06-23T23:00:00,Delivered,CMP000021,Quarterly Newsletter
HEM017615,,LED003801,2025-11-04T22:00:00,Delivered,,Quarterly Newsletter
HEM017616,HS102508,LED002508,2026-06-11T06:00:00,Opened,CMP000028,Post-Demo Follow Up
HEM017617,HS103783,LED003783,2025-04-12T20:00:00,Opened,CMP000009,Quarterly Newsletter
HEM017618,HS103260,LED003260,2026-01-02T15:00:00,Bounced,CMP000006,Nurture 1 - Pain Point
HEM017619,HS103563,LED003563,2026-03-18T09:00:00,Clicked,CMP000015,Webinar Invite
HEM017620,HS103846,LED003846,2026-05-26T15:00:00,Opened,,Webinar Invite
HEM017621,HS101932,LED001932,2026-02-27T16:00:00,Clicked,CMP000014,Nurture 1 - Pain Point
HEM017622,HS102199,LED002199,2026-05-28T10:00:00,Delivered,CMP000036,Nurture 2 - Case Study
HEM017623,HS100247,LED000247,2025-12-28T08:00:00,Delivered,CMP000033,Webinar Invite
HEM017624,HS102882,LED002882,2026-05-01T07:00:00,Delivered,CMP000027,Post-Demo Follow Up
HEM017625,HS103243,LED003243,2025-06-07T09:00:00,Opened,CMP000024,Post-Demo Follow Up
HEM017626,HS103344,LED003344,2025-01-22T12:00:00,Opened,CMP000012,Nurture 2 - Case Study
HEM017627,HS102452,LED002452,2025-12-28T01:00:00,Delivered,CMP000032,Post-Demo Follow Up
HEM017628,HS100111,LED000111,2025-05-29T20:00:00,Delivered,CMP000026,Nurture 2 - Case Study
HEM017629,HS101559,LED001559,2025-12-25T04:00:00,Opened,CMP000015,Nurture 1 - Pain Point
HEM017630,HS100779,LED000779,2026-05-31T16:00:00,Bounced,,Post-Demo Follow Up
HEM017631,HS101082,LED001082,2025-10-05T07:00:00,Delivered,CMP000005,Nurture 1 - Pain Point
HEM017632,HS100452,LED000452,2025-10-29T16:00:00,Delivered,CMP000018,Quarterly Newsletter
HEM017633,HS103257,LED003257,2025-09-15T18:00:00,Delivered,CMP000012,Webinar Invite
HEM017634,HS102353,LED002353,2025-02-14T03:00:00,Delivered,CMP000008,CRM Audit Offer
HEM017635,HS101140,LED001140,2026-01-13T09:00:00,Delivered,CMP000021,Nurture 1 - Pain Point
HEM017636,HS103374,LED003374,2025-06-04T11:00:00,Clicked,CMP000016,Nurture 2 - Case Study
HEM017637,HS102587,LED002587,2026-03-06T07:00:00,Delivered,CMP000020,Nurture 2 - Case Study
HEM017638,HS100150,LED000150,2026-04-12T01:00:00,Delivered,CMP000029,CRM Audit Offer
HEM017639,HS102926,LED002926,2026-06-30T00:00:00,Delivered,,Post-Demo Follow Up
HEM017640,HS101470,LED001470,2025-07-20T15:00:00,Delivered,CMP000011,Nurture 1 - Pain Point
HEM017641,HS101719,LED001719,2025-12-14T17:00:00,Opened,CMP000003,CRM Audit Offer
HEM017642,HS102579,LED002579,2026-01-25T18:00:00,Unsubscribed,CMP000019,Nurture 2 - Case Study
HEM017643,,LED003819,2025-05-13T21:00:00,Delivered,CMP000009,Webinar Invite
HEM017644,HS100153,LED000153,2026-01-28T06:00:00,Delivered,CMP000014,Nurture 1 - Pain Point
HEM017645,HS103144,LED003144,2025-09-09T13:00:00,Delivered,CMP000027,Nurture 2 - Case Study
HEM017646,HS102072,LED002072,2025-08-02T00:00:00,Replied,CMP000013,Nurture 1 - Pain Point
HEM017647,HS100727,LED000727,2026-02-14T06:00:00,Delivered,CMP000001,CRM Audit Offer
HEM017648,,LED003268,2026-06-30T00:00:00,Clicked,CMP000015,Webinar Invite
HEM017649,HS100758,LED000758,2026-06-24T06:00:00,Opened,CMP000020,Quarterly Newsletter
HEM017650,,LED000182,2025-07-19T17:00:00,Delivered,CMP000004,Post-Demo Follow Up
HEM017651,HS103183,LED003183,2026-05-22T00:00:00,Delivered,CMP000008,Nurture 1 - Pain Point
HEM017652,HS102632,LED002632,2025-07-23T15:00:00,Delivered,CMP000033,Webinar Invite
HEM017653,,LED000028,2026-04-25T19:00:00,Clicked,CMP000016,Quarterly Newsletter
HEM017654,HS101055,LED001055,2025-09-14T16:00:00,Opened,CMP000006,Nurture 2 - Case Study
HEM017655,HS102827,LED002827,2026-01-29T07:00:00,Opened,CMP000034,Nurture 2 - Case Study
HEM017656,HS103316,LED003316,2025-06-04T10:00:00,Delivered,CMP000028,Quarterly Newsletter
HEM017657,HS102945,LED002945,2025-03-26T22:00:00,Delivered,,CRM Audit Offer
HEM017658,,LED002009,2026-05-12T07:00:00,Clicked,CMP000002,Quarterly Newsletter
HEM017659,HS103460,LED003460,2025-11-18T23:00:00,Delivered,CMP000004,Post-Demo Follow Up
HEM017660,HS101474,LED001474,2026-06-09T03:00:00,Replied,CMP000005,Nurture 1 - Pain Point
HEM017661,HS101257,LED001257,2025-06-06T11:00:00,Clicked,CMP000031,Nurture 2 - Case Study
HEM017662,HS100716,LED000716,2025-06-12T12:00:00,Opened,CMP000023,CRM Audit Offer
HEM017663,HS101327,LED001327,2026-06-30T00:00:00,Opened,CMP000017,CRM Audit Offer
HEM017664,HS102857,LED002857,2026-06-24T04:00:00,Delivered,CMP000002,Nurture 2 - Case Study
HEM017665,HS100628,LED000628,2025-10-04T14:00:00,Opened,CMP000009,Nurture 1 - Pain Point
HEM017666,HS101001,LED001001,2026-02-09T09:00:00,Delivered,CMP000004,Webinar Invite
HEM017667,HS100705,LED000705,2026-01-14T21:00:00,Bounced,CMP000017,CRM Audit Offer
HEM017668,HS102988,LED002988,2025-11-19T07:00:00,Delivered,CMP000034,Post-Demo Follow Up
HEM017669,HS102735,LED002735,2025-07-13T14:00:00,Clicked,CMP000029,Nurture 2 - Case Study
HEM017670,HS101276,LED001276,2025-10-31T10:00:00,Delivered,CMP000024,Nurture 2 - Case Study
HEM017671,HS100565,LED000565,2025-11-15T18:00:00,Opened,CMP000006,CRM Audit Offer
HEM017672,HS102087,LED002087,2025-04-29T17:00:00,Opened,CMP000035,Nurture 1 - Pain Point
HEM017673,HS101841,LED001841,2025-09-19T10:00:00,Delivered,CMP000006,Post-Demo Follow Up
HEM017674,HS100984,LED000984,2025-04-15T10:00:00,Delivered,CMP000010,Post-Demo Follow Up
HEM017675,HS103133,LED003133,2026-02-21T20:00:00,Bounced,CMP000034,Webinar Invite
HEM017676,HS102671,LED002671,2025-07-28T06:00:00,Delivered,CMP000035,Post-Demo Follow Up
HEM017677,HS100384,LED000384,2026-02-27T02:00:00,Delivered,CMP000021,Nurture 1 - Pain Point
HEM017678,HS103969,LED003969,2025-07-21T20:00:00,Delivered,CMP000028,Nurture 2 - Case Study
HEM017679,HS101123,LED001123,2025-06-06T15:00:00,Delivered,,Webinar Invite
HEM017680,HS102756,LED002756,2026-05-09T14:00:00,Opened,CMP000027,Post-Demo Follow Up
HEM017681,HS104140,LED004140,2025-12-24T17:00:00,Bounced,CMP000013,Nurture 2 - Case Study
HEM017682,HS101299,LED001299,2026-02-21T15:00:00,Delivered,CMP000025,CRM Audit Offer
HEM017683,HS100366,LED000366,2026-04-26T22:00:00,Delivered,CMP000025,Quarterly Newsletter
HEM017684,HS101402,LED001402,2025-07-05T16:00:00,Unsubscribed,CMP000020,Nurture 1 - Pain Point
HEM017685,HS104049,LED004049,2025-03-28T23:00:00,Replied,CMP000033,Quarterly Newsletter
HEM017686,HS100553,LED000553,2025-05-02T16:00:00,Unsubscribed,CMP000017,Post-Demo Follow Up
HEM017687,HS103250,LED003250,2025-05-31T11:00:00,Clicked,CMP000016,Nurture 1 - Pain Point
HEM017688,HS104034,LED004034,2025-04-04T19:00:00,Opened,CMP000029,Nurture 1 - Pain Point
HEM017689,HS101370,LED001370,2025-09-17T07:00:00,Opened,CMP000002,CRM Audit Offer
HEM017690,HS101467,LED001467,2025-04-28T17:00:00,Opened,CMP000031,Nurture 1 - Pain Point
HEM017691,HS103756,LED003756,2026-01-28T05:00:00,Opened,CMP000025,Webinar Invite
HEM017692,HS102144,LED002144,2025-08-04T00:00:00,Opened,CMP000026,Quarterly Newsletter
HEM017693,HS101820,LED001820,2025-11-22T04:00:00,Delivered,CMP000035,CRM Audit Offer
HEM017694,HS100478,LED000478,2025-10-04T19:00:00,Opened,CMP000024,Post-Demo Follow Up
HEM017695,HS103099,LED003099,2025-06-05T23:00:00,Delivered,CMP000008,Webinar Invite
HEM017696,,LED003275,2025-09-04T09:00:00,Opened,CMP000005,Nurture 2 - Case Study
HEM017697,,LED001229,2025-09-08T19:00:00,Clicked,CMP000015,Webinar Invite
HEM017698,HS102217,LED002217,2025-06-27T04:00:00,Delivered,CMP000031,Nurture 1 - Pain Point
HEM017699,HS101041,LED001041,2025-11-30T08:00:00,Delivered,CMP000018,Webinar Invite
HEM017700,HS100828,LED000828,2026-06-30T00:00:00,Clicked,CMP000026,Webinar Invite
HEM017701,HS104084,LED004084,2025-11-14T22:00:00,Delivered,,Nurture 2 - Case Study
HEM017702,HS102893,LED002893,2026-01-17T19:00:00,Unsubscribed,CMP000012,Quarterly Newsletter
HEM017703,HS104033,LED004033,2026-04-05T22:00:00,Delivered,CMP000011,CRM Audit Offer
HEM017704,,LED002169,2025-02-26T08:00:00,Bounced,CMP000033,Quarterly Newsletter
HEM017705,,LED002427,2026-06-30T00:00:00,Opened,CMP000001,Nurture 2 - Case Study
HEM017706,HS103623,LED003623,2026-06-30T00:00:00,Opened,,Nurture 2 - Case Study
HEM017707,,LED001369,2025-12-19T02:00:00,Clicked,,Quarterly Newsletter
HEM017708,HS103771,LED003771,2026-02-03T09:00:00,Delivered,CMP000019,Post-Demo Follow Up
HEM017709,HS100934,LED000934,2026-06-05T15:00:00,Clicked,CMP000017,Post-Demo Follow Up
HEM017710,HS104172,LED004172,2026-02-17T16:00:00,Opened,CMP000023,Webinar Invite
HEM017711,HS102541,LED002541,2026-04-09T05:00:00,Delivered,,Nurture 1 - Pain Point
HEM017712,HS102102,LED002102,2026-06-07T15:00:00,Delivered,CMP000005,Post-Demo Follow Up
HEM017713,HS101393,LED001393,2026-03-29T17:00:00,Bounced,CMP000001,CRM Audit Offer
HEM017714,HS101060,LED001060,2025-10-04T10:00:00,Opened,CMP000017,Nurture 1 - Pain Point
HEM017715,HS102384,LED002384,2026-01-19T21:00:00,Delivered,CMP000026,CRM Audit Offer
HEM017716,,LED003358,2025-08-08T19:00:00,Bounced,CMP000012,Nurture 2 - Case Study
HEM017717,HS100098,LED000098,2025-10-17T23:00:00,Delivered,CMP000009,Post-Demo Follow Up
HEM017718,HS101148,LED001148,2025-12-31T06:00:00,Delivered,CMP000019,Quarterly Newsletter
HEM017719,HS102759,LED002759,2025-05-13T18:00:00,Delivered,CMP000001,Post-Demo Follow Up
HEM017720,HS102133,LED002133,2026-05-20T16:00:00,Bounced,CMP000019,Webinar Invite
HEM017721,HS102155,LED002155,2025-09-08T14:00:00,Opened,CMP000022,Quarterly Newsletter
HEM017722,HS101254,LED001254,2025-02-08T22:00:00,Delivered,CMP000010,Nurture 1 - Pain Point
HEM017723,,LED001574,2026-04-25T00:00:00,Delivered,CMP000029,CRM Audit Offer
HEM017724,,LED001368,2025-09-16T03:00:00,Opened,CMP000017,Nurture 1 - Pain Point
HEM017725,HS102935,LED002935,2025-09-02T12:00:00,Opened,,CRM Audit Offer
HEM017726,HS102779,LED002779,2025-08-25T13:00:00,Delivered,CMP000002,Quarterly Newsletter
HEM017727,HS100277,LED000277,2025-10-03T09:00:00,Opened,,Nurture 1 - Pain Point
HEM017728,HS100670,LED000670,2026-06-30T00:00:00,Opened,,Nurture 2 - Case Study
HEM017729,HS101908,LED001908,2026-02-25T10:00:00,Delivered,CMP000013,Webinar Invite
HEM017730,HS100587,LED000587,2026-06-30T00:00:00,Delivered,CMP000011,Nurture 2 - Case Study
HEM017731,,LED001266,2026-06-30T00:00:00,Opened,CMP000004,Quarterly Newsletter
HEM017732,HS100307,LED000307,2025-05-15T06:00:00,Opened,CMP000028,CRM Audit Offer
HEM017733,HS101364,LED001364,2025-07-24T09:00:00,Clicked,CMP000036,Post-Demo Follow Up
HEM017734,HS101508,LED001508,2025-04-16T12:00:00,Delivered,CMP000028,Webinar Invite
HEM017735,HS101419,LED001419,2026-06-30T00:00:00,Delivered,CMP000002,Post-Demo Follow Up
