External Task ID,Activity Date,Owner External ID,Related Object Type,Related Object External ID,Task Type,Subject,Status,Outcome,Duration Minutes,Logged In System
TSK013001,2025-12-28,USR000011,Lead,LED001993,Follow-up,Follow-up - Replied,Completed,Replied,60,Manual
TSK013237,2025-09-22,USR000028,Lead,LED001588,Call,Call - Completed,Completed,Completed,30,Outreach
TSK009385,2025-07-09,USR000009,Lead,LED003504,Email,Email - Sent,Completed,Sent,5,Outreach
TSK006826,2025-04-23,USR000028,Lead,LED000207,Call,Call - Connected,Completed,Connected,5,HubSpot
TSK008250,2025-03-20,USR000002,Opportunity,OPP000645,Follow-up,Follow-up - Replied,Completed,Replied,20,Manual
TSK004910,2026-01-10,USR000015,Contact,CON001347,Call,Call - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK009755,2025-02-26,USR000002,Contact,CON003485,Follow-up,Follow-up - Replied,Completed,Replied,20,Gong
TSK001060,2026-03-04,USR000022,Opportunity,OPP000266,Email,Email - Clicked,Completed,Clicked,10,HubSpot
TSK003154,2025-03-14,USR000022,Opportunity,OPP000228,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,5,Salesforce
TSK003306,2026-01-28,USR000018,Contact,CON003512,Meeting,Meeting - Connected,Open,Connected,15,Salesforce
TSK000432,2025-05-16,USR000025,Opportunity,OPP001122,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Salesforce
TSK003104,2025-06-27,USR000014,Lead,LED001403,Follow-up,Follow-up - Completed,Completed,Completed,30,HubSpot
TSK003036,2025-08-09,USR000008,Contact,CON002578,Follow-up,Follow-up - Completed,Completed,Completed,5,Manual
TSK001264,2026-05-30,USR000021,Contact,CON001726,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,30,Gong
TSK000418,2025-09-17,USR000020,Lead,LED003857,Meeting,Meeting - Connected,Completed,Connected,10,HubSpot
TSK010628,2026-06-28,USR000006,Lead,LED003238,Call,Call - Connected,Open,Connected,10,Outreach
TSK006891,2025-02-08,USR000008,Contact,CON003234,Follow-up,Follow-up - Replied,Completed,Replied,60,HubSpot
TSK013602,2025-08-30,USR000006,Contact,CON002111,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Outreach
TSK013050,2025-09-22,USR000008,Lead,LED000460,Call,Call - Connected,Completed,Connected,20,Gong
TSK001893,2026-04-27,USR000016,Opportunity,OPP000450,Email,Email - Opened,Completed,Opened,20,HubSpot
TSK011690,2026-05-18,USR000026,Lead,LED002381,Follow-up,Follow-up - Pending,Completed,Pending,10,Outreach
TSK007560,2026-04-09,USR000005,Lead,LED000951,Email,Email - Opened,Completed,Opened,30,Outreach
TSK007068,2025-02-02,USR000016,Lead,LED002970,Follow-up,Follow-up - No Response,Open,No Response,5,Outreach
TSK008097,2026-01-26,USR000003,Opportunity,OPP000634,Call,Call - Rescheduled,Completed,Rescheduled,5,Outreach
TSK010294,2026-01-13,USR000021,Opportunity,OPP001630,Follow-up,Follow-up - Replied,Completed,Replied,30,Outreach
TSK004226,2025-09-25,USR000010,Lead,LED002302,Email,Email - Sent,Completed,Sent,45,Outreach
TSK007526,2025-07-02,USR000023,Lead,LED003042,LinkedIn Touch,LinkedIn Touch - No Response,Open,No Response,10,Manual
TSK004327,2026-03-06,USR000022,Lead,LED003790,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,HubSpot
TSK013046,2026-01-30,USR000007,Lead,LED001988,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,HubSpot
TSK010691,2025-05-12,USR000014,Lead,LED000460,Email,Email - Sent,Completed,Sent,5,Salesforce
TSK014114,2025-06-21,USR000017,Contact,CON003420,Meeting,Meeting - Completed,Completed,Completed,15,Salesforce
TSK006047,2025-07-14,USR000012,Opportunity,OPP000682,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,5,HubSpot
TSK004614,2026-04-14,USR000023,Contact,CON002835,Email,Email - Clicked,Completed,Clicked,15,Gong
TSK001152,2025-08-23,USR000004,Opportunity,OPP001019,Call,Call - Connected,Completed,Connected,5,HubSpot
TSK014129,2025-02-14,USR000011,Lead,LED003386,Call,Call - Completed,Completed,Completed,45,Gong
TSK008932,2025-10-03,USR000001,Contact,CON003320,Meeting,Meeting - Connected,Completed,Connected,20,Outreach
TSK002215,2026-02-28,USR000016,Contact,CON000096,Email,Email - Sent,Completed,Sent,45,Manual
TSK011934,2026-02-03,USR000023,Lead,LED000530,Email,Email - Replied,Completed,Replied,10,Outreach
TSK005140,2025-01-19,USR000007,Lead,LED000568,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,15,Outreach
TSK012756,2025-07-19,USR000021,Contact,CON001740,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK003563,2025-12-28,USR000025,Opportunity,OPP000903,Email,Email - Replied,Completed,Replied,15,HubSpot
TSK011074,2026-02-24,USR000008,Lead,LED000063,Email,Email - Opened,Completed,Opened,5,Outreach
TSK004051,2026-01-01,USR000018,Opportunity,OPP000113,Email,Email - Sent,Completed,Sent,60,HubSpot
TSK010956,2026-05-22,USR000002,Opportunity,OPP000955,Follow-up,Follow-up - Replied,Completed,Replied,20,Manual
TSK002293,2025-04-27,USR000025,Opportunity,OPP001604,Call,Call - Connected,Completed,Connected,20,Outreach
TSK008567,2025-12-05,USR000026,Lead,LED003325,Demo,Demo - Connected,Completed,Connected,30,HubSpot
TSK010728,2025-02-24,USR000010,Lead,LED003922,Email,Email - Bounced,Completed,Bounced,15,HubSpot
TSK010164,2026-02-08,USR000015,Contact,CON000371,Meeting,Meeting - Connected,Completed,Connected,15,Salesforce
TSK012057,2026-02-10,USR000007,Lead,LED003911,Call,Call - Connected,Completed,Connected,5,Manual
TSK012467,2026-06-22,USR000027,Lead,LED000150,Email,Email - Sent,Completed,Sent,10,Salesforce
TSK009246,2025-02-21,USR000028,Lead,LED004005,Demo,Demo - Connected,Completed,Connected,5,Salesforce
TSK006445,2025-10-11,USR000002,Contact,CON000461,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,45,Outreach
TSK009528,2025-03-28,USR000026,Lead,LED002657,Call,Call - Connected,Completed,Connected,5,Gong
TSK008830,2025-09-29,USR000010,Contact,CON002898,Email,Email - Sent,Completed,Sent,60,Outreach
TSK010814,2025-12-30,USR000006,Contact,CON001740,Call,Call - Connected,Completed,Connected,15,HubSpot
TSK002899,2026-04-29,USR000001,Lead,LED001497,Call,Call - Completed,Completed,Completed,60,Manual
TSK014152,2026-03-28,USR000006,Contact,CON002293,Email,Email - Replied,Completed,Replied,10,Gong
TSK011522,2025-05-10,USR000002,Contact,CON001678,Meeting,Meeting - Rescheduled,Completed,Rescheduled,60,Manual
TSK008456,2026-02-25,USR000013,Lead,LED000404,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,HubSpot
TSK014103,2025-04-20,USR000016,Lead,LED001698,Demo,Demo - Connected,Open,Connected,30,Salesforce
TSK000751,2025-08-20,USR000018,Lead,LED003915,Meeting,Meeting - Completed,Completed,Completed,20,Manual
TSK000240,2025-01-24,USR000021,Lead,LED001497,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,15,Outreach
TSK007948,2025-04-21,USR000010,Lead,LED002718,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Salesforce
TSK003089,2025-09-26,USR000024,Contact,CON001306,Email,Email - Opened,Completed,Opened,5,Manual
TSK014394,2025-07-17,USR000016,Contact,CON002590,Email,Email - Opened,Completed,Opened,30,Gong
TSK003881,2025-01-26,USR000016,Contact,CON002165,Demo,Demo - Completed,Completed,Completed,20,Salesforce
TSK001325,2025-04-05,USR000022,Contact,CON003335,Call,Call - Connected,Completed,Connected,5,Outreach
TSK004894,2026-03-01,USR000019,Contact,CON001584,Demo,Demo - Connected,Completed,Connected,30,Outreach
TSK009641,2026-02-11,USR000002,Contact,CON000461,Demo,Demo - Connected,Completed,Connected,10,HubSpot
TSK000397,2025-09-01,USR000019,Contact,CON002921,Email,Email - Bounced,Completed,Bounced,45,Gong
TSK008229,2025-09-07,USR000001,Contact,CON001554,Demo,Demo - Rescheduled,Completed,Rescheduled,20,HubSpot
TSK011871,2025-10-29,USR000007,Contact,CON001669,Call,Call - Completed,Open,Completed,20,Outreach
TSK009018,2025-07-05,USR000019,Contact,CON001987,Meeting,Meeting - Completed,Completed,Completed,15,Salesforce
TSK004903,2025-12-16,USR000007,Opportunity,OPP000079,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Gong
TSK000253,2025-06-25,USR000016,Lead,LED001669,Call,Call - No Show,Completed,No Show,5,HubSpot
TSK003248,2025-09-08,USR000002,Lead,LED002159,Email,Email - Opened,Completed,Opened,10,Outreach
TSK000056,2026-01-01,USR000007,Lead,LED000002,Call,Call - No Show,Completed,No Show,5,Outreach
TSK011786,2025-05-12,USR000017,Contact,CON001358,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK004240,2025-08-19,USR000002,Contact,CON003523,Demo,Demo - Left Voicemail,Completed,Left Voicemail,30,Manual
TSK010710,2025-02-19,USR000007,Lead,LED001700,Email,Email - Clicked,Completed,Clicked,15,Salesforce
TSK004454,2025-07-01,USR000003,Lead,LED002110,Meeting,Meeting - Connected,Completed,Connected,60,Salesforce
TSK009155,2025-04-30,USR000004,Lead,LED000302,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,10,Outreach
TSK003446,2025-05-05,USR000004,Contact,CON001237,Call,Call - Left Voicemail,Completed,Left Voicemail,45,HubSpot
TSK005431,2025-11-02,USR000009,Lead,LED002576,Email,Email - Replied,Completed,Replied,45,Salesforce
TSK006760,2025-11-25,USR000023,Contact,CON001728,Follow-up,Follow-up - Pending,Open,Pending,45,Manual
TSK013623,2026-03-11,USR000019,Contact,CON000142,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK007737,2025-08-15,USR000012,Opportunity,OPP001123,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK004032,2025-10-27,USR000016,Lead,LED003682,Email,Email - Opened,Completed,Opened,10,Gong
TSK012546,2025-09-06,USR000005,Opportunity,OPP001286,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,HubSpot
TSK006968,2025-02-02,USR000019,Lead,LED001352,Demo,Demo - Connected,Completed,Connected,10,Salesforce
TSK007123,2025-02-23,USR000025,Lead,LED000850,Call,Call - Completed,Completed,Completed,20,HubSpot
TSK002556,2026-06-09,USR000002,Contact,CON002011,Demo,Demo - Connected,Completed,Connected,30,Manual
TSK009342,2025-09-13,USR000021,Opportunity,OPP000123,Call,Call - Completed,Completed,Completed,15,Manual
TSK002512,2026-03-25,USR000025,Opportunity,OPP000668,Email,Email - Sent,Completed,Sent,15,Outreach
TSK000495,2026-01-31,USR000025,Contact,CON001326,Internal Note,Internal Note - Pending,Completed,Pending,20,HubSpot
TSK008332,2025-07-07,USR000024,Lead,LED002176,Email,Email - Replied,Completed,Replied,20,HubSpot
TSK000607,2026-01-27,USR000028,Opportunity,OPP000597,Call,Call - Completed,Completed,Completed,15,HubSpot
TSK004842,2025-03-28,USR000018,Contact,CON002001,Call,Call - Left Voicemail,Completed,Left Voicemail,5,Salesforce
TSK005220,2026-04-30,USR000021,Lead,LED002813,Email,Email - Clicked,Completed,Clicked,10,Outreach
TSK007133,2026-02-01,USR000002,Contact,CON000495,Email,Email - Clicked,Open,Clicked,10,Gong
TSK009011,2026-05-16,USR000015,Opportunity,OPP000963,Meeting,Meeting - Completed,Completed,Completed,15,Manual
TSK002795,2025-06-17,USR000012,Opportunity,OPP000170,Email,Email - Sent,Open,Sent,20,HubSpot
TSK006046,2026-04-27,USR000018,Lead,LED000347,Email,Email - Sent,Completed,Sent,45,Manual
TSK012966,2025-02-12,USR000013,Lead,LED001833,Call,Call - Connected,Completed,Connected,45,Gong
TSK000212,2025-01-29,USR000006,Contact,CON002213,Email,Email - Replied,Completed,Replied,30,Outreach
TSK003642,2025-05-25,USR000026,Contact,CON001545,Follow-up,Follow-up - Pending,Completed,Pending,5,HubSpot
TSK001472,2025-01-15,USR000007,Contact,CON002995,Follow-up,Follow-up - Replied,Completed,Replied,60,HubSpot
TSK000834,2025-12-18,USR000012,Contact,CON002213,Email,Email - Opened,Completed,Opened,10,Gong
TSK012002,2025-11-05,USR000020,Opportunity,OPP000178,Email,Email - Sent,Completed,Sent,15,Gong
TSK007042,2025-02-23,USR000025,Contact,CON001862,Call,Call - No Show,Completed,No Show,20,Gong
TSK006316,2025-06-27,USR000021,Contact,CON000288,Call,Call - Connected,Completed,Connected,15,Salesforce
TSK010430,2026-02-26,USR000028,Lead,LED003102,Meeting,Meeting - Connected,Completed,Connected,5,Gong
TSK004590,2026-06-21,USR000003,Contact,CON003329,Email,Email - Opened,Completed,Opened,30,Manual
TSK012926,2026-01-28,USR000022,Contact,CON001865,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,30,Outreach
TSK012514,2026-02-25,USR000007,Opportunity,OPP000675,Email,Email - Opened,Completed,Opened,5,HubSpot
TSK010382,2025-05-19,USR000004,Lead,LED002319,Follow-up,Follow-up - Replied,Completed,Replied,20,Gong
TSK007106,2026-05-07,USR000015,Opportunity,OPP000885,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,5,Salesforce
TSK010757,2026-06-04,USR000011,Lead,LED002472,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,30,Salesforce
TSK007187,2026-05-14,USR000014,Opportunity,OPP000734,Call,Call - Connected,Completed,Connected,10,Outreach
TSK004893,2026-03-14,USR000002,Lead,LED003995,Call,Call - Left Voicemail,Open,Left Voicemail,10,Outreach
TSK007947,2025-01-10,USR000005,Opportunity,OPP001353,Email,Email - Replied,Completed,Replied,10,Salesforce
TSK014337,2025-07-23,USR000019,Lead,LED004102,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,5,Gong
TSK008851,2025-04-19,USR000004,Lead,LED003924,Call,Call - Left Voicemail,Completed,Left Voicemail,45,HubSpot
TSK011965,2025-11-30,USR000014,Opportunity,OPP001593,Meeting,Meeting - Rescheduled,Completed,Rescheduled,10,Manual
TSK013752,2026-06-06,USR000001,Contact,CON000003,Meeting,Meeting - Connected,Completed,Connected,10,Manual
TSK013653,2026-03-01,USR000027,Lead,LED003504,Meeting,Meeting - Connected,Completed,Connected,15,Salesforce
TSK010627,2026-06-08,USR000007,Contact,CON003188,Meeting,Meeting - Completed,Completed,Completed,20,Outreach
TSK009705,2026-05-01,USR000010,Lead,LED003145,Call,Call - Connected,Completed,Connected,20,HubSpot
TSK001499,2025-06-20,USR000019,Contact,CON000141,Follow-up,Follow-up - Pending,Completed,Pending,45,Outreach
TSK001404,2026-05-25,USR000027,Opportunity,OPP001096,Follow-up,Follow-up - Replied,Completed,Replied,30,Salesforce
TSK012947,2025-11-26,USR000016,Opportunity,OPP000396,Meeting,Meeting - Connected,Completed,Connected,60,Manual
TSK013764,2025-09-08,USR000005,Contact,CON002401,Follow-up,Follow-up - Completed,Completed,Completed,20,Salesforce
TSK003316,2025-02-16,USR000012,Lead,LED000469,Call,Call - Left Voicemail,Completed,Left Voicemail,5,HubSpot
TSK001192,2025-11-04,USR000010,Lead,LED001358,Call,Call - Connected,Completed,Connected,5,Manual
TSK006947,2025-10-24,USR000019,Contact,CON002629,Follow-up,Follow-up - Pending,Completed,Pending,10,Salesforce
TSK007894,2026-04-24,USR000010,Contact,CON000526,Call,Call - Completed,Completed,Completed,20,HubSpot
TSK012674,2026-05-14,USR000025,Opportunity,OPP000950,Follow-up,Follow-up - Pending,Completed,Pending,30,Outreach
TSK004505,2025-08-05,USR000023,Lead,LED001287,Follow-up,Follow-up - Completed,Completed,Completed,45,Manual
TSK013283,2025-04-14,USR000014,Lead,LED000704,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,HubSpot
TSK011370,2025-05-31,USR000012,Opportunity,OPP000501,Meeting,Meeting - No Show,Completed,No Show,20,Gong
TSK010444,2025-01-21,USR000010,Contact,CON002401,Meeting,Meeting - Connected,Completed,Connected,15,HubSpot
TSK003094,2025-04-10,USR000004,Contact,CON000406,Meeting,Meeting - Connected,Completed,Connected,15,HubSpot
TSK005324,2025-05-28,USR000027,Lead,LED002017,Call,Call - Completed,Open,Completed,15,HubSpot
TSK013601,2025-03-03,USR000001,Opportunity,OPP001352,Follow-up,Follow-up - Replied,Completed,Replied,5,Gong
TSK006092,2025-03-03,USR000018,Lead,LED001054,Demo,Demo - Connected,Open,Connected,45,Manual
TSK012921,2026-03-11,USR000003,Opportunity,OPP000647,Meeting,Meeting - Connected,Completed,Connected,30,HubSpot
TSK002432,2026-05-19,USR000020,Opportunity,OPP000258,Meeting,Meeting - Connected,Open,Connected,15,Gong
TSK004325,2025-01-19,USR000003,Contact,CON000735,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK006365,2025-04-29,USR000002,Opportunity,OPP000451,Follow-up,Follow-up - Replied,Completed,Replied,30,HubSpot
TSK001502,2025-11-13,USR000009,Lead,LED002802,Internal Note,Internal Note - No Response,Completed,No Response,10,Outreach
TSK006979,2025-04-12,USR000020,Contact,CON001772,Call,Call - Connected,Completed,Connected,15,HubSpot
TSK002110,2026-06-26,USR000012,Opportunity,OPP001351,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Gong
TSK012492,2025-10-07,USR000004,Opportunity,OPP000645,Follow-up,Follow-up - Pending,Open,Pending,15,HubSpot
TSK005525,2025-10-22,USR000018,Opportunity,OPP000161,Email,Email - Sent,Completed,Sent,30,Salesforce
TSK000738,2025-07-05,USR000009,Lead,LED003320,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Outreach
TSK003064,2026-03-18,USR000026,Lead,LED003548,Email,Email - Replied,Completed,Replied,45,Outreach
TSK005241,2025-08-02,USR000022,Lead,LED001403,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Salesforce
TSK012379,2026-03-27,USR000026,Opportunity,OPP000295,Internal Note,Internal Note - No Response,Completed,No Response,30,HubSpot
TSK006725,2025-07-04,USR000025,Opportunity,OPP000513,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,20,Gong
TSK006423,2025-02-21,USR000001,Lead,LED001381,Follow-up,Follow-up - No Response,Completed,No Response,30,Manual
TSK004889,2026-04-22,USR000022,Lead,LED000762,Email,Email - Sent,Completed,Sent,5,Manual
TSK014090,2026-03-23,USR000021,Contact,CON002484,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK007380,2025-08-21,USR000008,Contact,CON000720,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,30,Manual
TSK003297,2025-04-10,USR000014,Opportunity,OPP001399,Internal Note,Internal Note - No Response,Completed,No Response,15,Manual
TSK009949,2025-04-03,USR000018,Contact,CON001611,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK007594,2025-02-10,USR000012,Contact,CON001678,Email,Email - Sent,Completed,Sent,20,HubSpot
TSK005302,2026-03-12,USR000023,Lead,LED001930,Email,Email - Bounced,Completed,Bounced,15,HubSpot
TSK005044,2025-09-23,USR000021,Contact,CON002921,Email,Email - Replied,Completed,Replied,15,Salesforce
TSK014463,2025-10-06,USR000010,Opportunity,OPP001286,Demo,Demo - Left Voicemail,Completed,Left Voicemail,5,Manual
TSK004458,2025-04-17,USR000007,Lead,LED002576,Call,Call - Completed,Completed,Completed,15,Manual
TSK004182,2025-10-03,USR000028,Contact,CON002602,Follow-up,Follow-up - No Response,Completed,No Response,30,HubSpot
TSK001826,2026-05-08,USR000006,Contact,CON002290,Email,Email - Sent,Completed,Sent,45,HubSpot
TSK002403,2025-04-09,USR000009,Lead,LED003332,Call,Call - No Show,Completed,No Show,10,HubSpot
TSK005394,2025-09-03,USR000010,Contact,CON000632,Email,Email - Clicked,Completed,Clicked,30,Salesforce
TSK000165,2025-02-18,USR000017,Contact,CON000840,Call,Call - Connected,Completed,Connected,60,Outreach
TSK009106,2025-04-18,USR000015,Contact,CON000419,Call,Call - Connected,Completed,Connected,30,Manual
TSK002042,2026-01-05,USR000008,Lead,LED000640,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Outreach
TSK009938,2026-06-29,USR000008,Contact,CON000085,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,45,Gong
TSK000083,2025-06-16,USR000017,Opportunity,OPP000805,Email,Email - Opened,Open,Opened,5,Manual
TSK001211,2026-02-21,USR000008,Lead,LED003504,Call,Call - Completed,Completed,Completed,10,Outreach
TSK010492,2025-07-04,USR000022,Contact,CON002980,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,5,HubSpot
TSK003993,2026-02-18,USR000007,Contact,CON002978,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,30,Gong
TSK002703,2026-01-21,USR000012,Lead,LED001282,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Outreach
TSK004521,2026-01-11,USR000017,Lead,LED000499,Email,Email - Sent,Open,Sent,15,Manual
TSK003916,2025-05-14,USR000028,Opportunity,OPP000499,Internal Note,Internal Note - Replied,Completed,Replied,15,Manual
TSK003124,2025-08-28,USR000022,Lead,LED001044,Call,Call - Completed,Completed,Completed,20,Outreach
TSK007577,2026-01-12,USR000005,Lead,LED000341,Call,Call - Completed,Completed,Completed,5,Manual
TSK014053,2025-05-27,USR000011,Lead,LED001820,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK003457,2026-05-24,USR000026,Opportunity,OPP000094,Call,Call - Completed,Completed,Completed,20,Manual
TSK003468,2026-06-01,USR000013,Opportunity,OPP000775,Follow-up,Follow-up - No Response,Completed,No Response,30,Manual
TSK012177,2025-01-30,USR000009,Contact,CON002293,Call,Call - Completed,Completed,Completed,15,Salesforce
TSK001240,2025-12-06,USR000014,Opportunity,OPP000615,Call,Call - Completed,Completed,Completed,30,Manual
TSK005613,2025-05-22,USR000024,Lead,LED002044,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,30,Gong
TSK004970,2026-04-09,USR000001,Lead,LED003025,Follow-up,Follow-up - Replied,Completed,Replied,5,Gong
TSK010808,2026-03-12,USR000016,Lead,LED002385,Meeting,Meeting - Connected,Completed,Connected,5,Outreach
TSK010131,2025-12-16,USR000016,Contact,CON001322,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Outreach
TSK011845,2026-05-12,USR000017,Opportunity,OPP000189,Internal Note,Internal Note - Pending,Completed,Pending,15,Outreach
TSK001860,2025-02-24,USR000003,Opportunity,OPP000144,Email,Email - Sent,Open,Sent,5,Outreach
TSK010593,2025-10-10,USR000028,Contact,CON003391,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK004419,2025-01-07,USR000017,Opportunity,OPP001112,Call,Call - Left Voicemail,Completed,Left Voicemail,60,HubSpot
TSK002801,2025-11-05,USR000003,Lead,LED001767,Demo,Demo - Left Voicemail,Completed,Left Voicemail,20,HubSpot
TSK002555,2025-03-05,USR000015,Contact,CON002484,Email,Email - Opened,Completed,Opened,15,Outreach
TSK013041,2026-06-07,USR000010,Contact,CON002870,Email,Email - Sent,Completed,Sent,45,Manual
TSK006824,2026-02-24,USR000006,Contact,CON000930,Call,Call - Completed,Completed,Completed,15,Manual
TSK001733,2025-04-26,USR000005,Opportunity,OPP000647,Call,Call - Completed,Open,Completed,20,Outreach
TSK011933,2025-03-12,USR000025,Lead,LED003216,Call,Call - Left Voicemail,Completed,Left Voicemail,5,HubSpot
TSK011973,2025-07-03,USR000021,Opportunity,OPP001569,Follow-up,Follow-up - Completed,Open,Completed,5,Outreach
TSK005723,2025-04-14,USR000001,Opportunity,OPP000307,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,10,HubSpot
TSK005470,2025-07-21,USR000026,Lead,LED002825,Demo,Demo - Completed,Completed,Completed,30,Outreach
TSK001097,2026-02-23,USR000002,Lead,LED001712,Call,Call - No Show,Completed,No Show,5,Salesforce
TSK013559,2026-06-07,USR000001,Lead,LED001083,Email,Email - Sent,Completed,Sent,45,HubSpot
TSK013079,2025-01-17,USR000005,Lead,LED001059,Email,Email - Sent,Completed,Sent,10,Gong
TSK014446,2026-04-03,USR000024,Contact,CON002584,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK013303,2025-08-04,USR000019,Lead,LED000514,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK006277,2025-08-12,USR000019,Lead,LED002965,Call,Call - No Show,Completed,No Show,10,Manual
TSK013323,2025-06-08,USR000007,Opportunity,OPP000334,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK003781,2026-05-05,USR000011,Lead,LED001422,Meeting,Meeting - Completed,Open,Completed,45,HubSpot
TSK007930,2026-02-20,USR000021,Opportunity,OPP000934,Demo,Demo - Completed,Completed,Completed,15,Salesforce
TSK004246,2025-02-22,USR000012,Lead,LED001055,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Manual
TSK012140,2026-01-14,USR000001,Lead,LED000499,Call,Call - Rescheduled,Completed,Rescheduled,10,Gong
TSK012696,2025-03-18,USR000005,Lead,LED001083,Internal Note,Internal Note - Replied,Completed,Replied,15,Gong
TSK005535,2025-04-03,USR000023,Contact,CON002707,Email,Email - Sent,Completed,Sent,5,Manual
TSK007668,2026-04-06,USR000005,Contact,CON000481,Call,Call - Left Voicemail,Completed,Left Voicemail,5,Gong
TSK012494,2026-06-25,USR000010,Contact,CON001238,Email,Email - Sent,Completed,Sent,5,Manual
TSK011412,2025-09-28,USR000028,Opportunity,OPP001019,Call,Call - Connected,Completed,Connected,5,Manual
TSK006379,2026-02-03,USR000024,Opportunity,OPP000378,Email,Email - Sent,Completed,Sent,45,Manual
TSK001151,2025-08-16,USR000014,Contact,CON001920,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Gong
TSK007445,2026-02-16,USR000017,Opportunity,OPP001524,Meeting,Meeting - Connected,Open,Connected,15,HubSpot
TSK003106,2026-05-07,USR000003,Contact,CON002017,Email,Email - Sent,Open,Sent,10,Outreach
TSK007843,2025-04-09,USR000019,Lead,LED001993,Meeting,Meeting - Connected,Completed,Connected,20,Gong
TSK011938,2026-03-22,USR000007,Lead,LED001708,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Manual
TSK003700,2026-04-19,USR000018,Contact,CON001728,Email,Email - Sent,Completed,Sent,10,Gong
TSK005798,2025-08-16,USR000028,Opportunity,OPP001054,Call,Call - Connected,Completed,Connected,10,Outreach
TSK003931,2025-04-19,USR000022,Lead,LED003980,Meeting,Meeting - Connected,Completed,Connected,10,Manual
TSK014062,2025-06-02,USR000023,Contact,CON002875,Call,Call - Connected,Completed,Connected,10,Manual
TSK008192,2025-03-20,USR000017,Contact,CON001873,Follow-up,Follow-up - No Response,Completed,No Response,30,HubSpot
TSK005917,2026-03-18,USR000022,Lead,LED003635,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,45,Salesforce
TSK000964,2025-03-11,USR000016,Contact,CON000614,Email,Email - Opened,Completed,Opened,30,Salesforce
TSK003680,2026-05-26,USR000001,Opportunity,OPP001060,Call,Call - Completed,Open,Completed,30,Gong
TSK008599,2025-01-18,USR000016,Lead,LED003565,Email,Email - Replied,Completed,Replied,10,Outreach
TSK006177,2025-10-31,USR000021,Lead,LED001555,Email,Email - Replied,Completed,Replied,60,HubSpot
TSK013574,2026-02-25,USR000009,Opportunity,OPP000179,Email,Email - Sent,Completed,Sent,10,Salesforce
TSK001539,2025-04-23,USR000005,Contact,CON000333,Email,Email - Bounced,Completed,Bounced,10,HubSpot
TSK009563,2025-10-13,USR000017,Contact,CON002002,Call,Call - Left Voicemail,Open,Left Voicemail,30,HubSpot
TSK009379,2025-05-26,USR000026,Lead,LED003614,Meeting,Meeting - Completed,Completed,Completed,30,HubSpot
