task_id,activity_date,owner_id,related_object_type,related_object_id,task_type,subject,status,outcome,duration_minutes,logged_in_system
TSK013380,2026-04-28,USR000008,Contact,CON000304,Call,Call - Completed,Completed,Completed,45,Salesforce
TSK013381,2025-03-11,USR000001,Lead,LED001439,Email,Email - Replied,Open,Replied,30,Manual
TSK013382,2025-07-01,USR000017,Lead,LED001809,Email,Email - Replied,Open,Replied,10,Outreach
TSK013383,2026-02-08,USR000008,Contact,CON000099,Email,Email - Opened,Completed,Opened,60,Salesforce
TSK013384,2025-03-07,USR000015,Lead,LED000367,Meeting,Meeting - Completed,Completed,Completed,20,Manual
TSK013385,2025-10-30,USR000005,Lead,LED002870,Email,Email - Sent,Completed,Sent,20,Salesforce
TSK013386,2025-09-18,USR000005,Lead,LED003756,Call,Call - Completed,Completed,Completed,30,Gong
TSK013387,2026-02-18,USR000010,Lead,LED001420,Email,Email - Replied,Completed,Replied,30,HubSpot
TSK013388,2026-01-18,USR000027,Lead,LED003996,Email,Email - Sent,Completed,Sent,15,Manual
TSK013389,2026-05-06,USR000015,Contact,CON002344,Call,Call - Left Voicemail,Completed,Left Voicemail,45,HubSpot
TSK013390,2025-08-03,USR000011,Opportunity,OPP000513,Email,Email - Sent,Completed,Sent,45,HubSpot
TSK013391,2025-05-20,USR000014,Lead,LED003432,Call,Call - Completed,Completed,Completed,20,Salesforce
TSK013392,2025-05-21,USR000025,Lead,LED001766,Demo,Demo - Rescheduled,Completed,Rescheduled,15,Gong
TSK013393,2026-05-01,USR000022,Contact,CON001339,Follow-up,Follow-up - No Response,Completed,No Response,15,Manual
TSK013394,2026-06-22,USR000014,Contact,CON003470,Meeting,Meeting - Completed,Completed,Completed,20,HubSpot
TSK013395,2025-07-24,USR000006,Lead,LED001247,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK013396,2026-02-24,USR000009,Lead,LED003227,Email,Email - Sent,Completed,Sent,60,Manual
TSK013397,2025-11-18,USR000024,Opportunity,OPP000359,Call,Call - Rescheduled,Completed,Rescheduled,15,Outreach
TSK013398,2025-09-06,USR000010,Opportunity,OPP000198,Demo,Demo - Completed,Completed,Completed,5,Manual
TSK013399,2025-12-07,USR000006,Contact,CON000687,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,10,HubSpot
TSK013400,2025-09-25,USR000018,Contact,CON000716,Follow-up,Follow-up - No Response,Completed,No Response,30,Outreach
TSK013401,2026-06-07,USR000002,Lead,LED001476,Demo,Demo - Left Voicemail,Completed,Left Voicemail,15,Gong
TSK013402,2026-05-13,USR000006,Contact,CON001344,Email,Email - Opened,Completed,Opened,15,Gong
TSK013403,2025-12-08,USR000003,Lead,LED002815,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,30,Gong
TSK013404,2025-01-18,USR000025,Opportunity,OPP000689,Meeting,Meeting - Connected,Completed,Connected,5,Manual
TSK013405,2025-06-20,USR000017,Opportunity,OPP001390,Call,Call - No Show,Completed,No Show,15,HubSpot
TSK013406,2025-04-25,USR000003,Opportunity,OPP000943,Follow-up,Follow-up - Completed,Completed,Completed,20,Manual
TSK013407,2026-01-15,USR000023,Contact,CON002611,Call,Call - Left Voicemail,Completed,Left Voicemail,60,HubSpot
TSK013408,2025-10-30,USR000009,Lead,LED002777,Meeting,Meeting - Connected,Completed,Connected,5,Manual
TSK013409,2026-01-01,USR000020,Lead,LED003492,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,30,Salesforce
TSK013410,2025-02-03,USR000027,Lead,LED003072,Internal Note,Internal Note - Pending,Completed,Pending,30,Gong
TSK013411,2026-02-19,USR000027,Lead,LED000063,Email,Email - Sent,Completed,Sent,5,Manual
TSK013412,2026-05-01,USR000018,Lead,LED000282,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Salesforce
TSK013413,2025-12-12,USR000021,Lead,LED001791,Meeting,Meeting - Connected,Completed,Connected,20,Salesforce
TSK013414,2026-01-29,USR000020,Lead,LED002260,Call,Call - Connected,Completed,Connected,20,Gong
TSK013415,2025-05-11,USR000019,Lead,LED002677,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,15,Gong
TSK013416,2025-06-28,USR000025,Lead,LED002704,Call,Call - Completed,Completed,Completed,5,Outreach
TSK013417,2025-12-22,USR000019,Contact,CON001633,Demo,Demo - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK013418,2025-12-18,USR000025,Lead,LED000324,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Manual
TSK013419,2025-12-21,USR000002,Contact,CON001004,Email,Email - Sent,Completed,Sent,30,Manual
TSK013420,2026-01-02,USR000012,Lead,LED000672,Email,Email - Clicked,Completed,Clicked,15,HubSpot
TSK013421,2026-04-14,USR000013,Contact,CON003586,Email,Email - Opened,Open,Opened,15,HubSpot
TSK013422,2025-12-14,USR000007,Contact,CON003008,Call,Call - No Show,Open,No Show,5,Salesforce
TSK013423,2025-01-12,USR000012,Opportunity,OPP000856,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,30,Salesforce
TSK013424,2025-10-22,USR000003,Lead,LED001504,Meeting,Meeting - Connected,Completed,Connected,45,Outreach
TSK013425,2025-04-25,USR000006,Contact,CON001865,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,10,HubSpot
TSK013426,2025-02-05,USR000024,Lead,LED001301,Email,Email - Opened,Completed,Opened,60,Outreach
TSK013427,2025-05-14,USR000012,Lead,LED003638,Follow-up,Follow-up - Completed,Completed,Completed,5,HubSpot
TSK013428,2025-03-19,USR000017,Contact,CON001755,Follow-up,Follow-up - No Response,Completed,No Response,15,HubSpot
TSK013429,2026-02-26,USR000008,Lead,LED002768,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,60,HubSpot
TSK013430,2025-10-11,USR000020,Lead,LED002813,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,45,HubSpot
TSK013431,2025-02-21,USR000022,Lead,LED001179,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK013432,2025-03-08,USR000022,Opportunity,OPP000353,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK013433,2025-10-17,USR000014,Lead,LED003821,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK013434,2026-05-26,USR000011,Lead,LED004167,Demo,Demo - Connected,Open,Connected,10,Outreach
TSK013435,2026-02-26,USR000013,Lead,LED000088,Email,Email - Replied,Completed,Replied,20,Outreach
TSK013436,2025-09-29,USR000015,Lead,LED001534,Email,Email - Sent,Open,Sent,30,Manual
TSK013437,2026-03-30,USR000008,Lead,LED003943,Meeting,Meeting - Connected,Completed,Connected,15,Manual
TSK013438,2025-06-10,USR000024,Lead,LED001818,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,30,Manual
TSK013439,2025-07-30,USR000002,Lead,LED000260,Follow-up,Follow-up - No Response,Completed,No Response,30,Manual
TSK013440,2025-04-03,USR000015,Contact,CON000817,Email,Email - Opened,Open,Opened,5,HubSpot
TSK013441,2026-06-13,USR000007,Opportunity,OPP000011,Email,Email - Clicked,Open,Clicked,45,Outreach
TSK013442,2026-05-16,USR000023,Lead,LED000310,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,20,HubSpot
TSK013443,2025-06-20,USR000028,Lead,LED003312,Demo,Demo - Completed,Completed,Completed,5,HubSpot
TSK013444,2026-03-01,USR000020,Lead,LED000158,Demo,Demo - Connected,Completed,Connected,20,Outreach
TSK013445,2025-06-11,USR000022,Lead,LED002926,Email,Email - Opened,Completed,Opened,5,Outreach
TSK013446,2025-04-27,USR000009,Contact,CON002017,Internal Note,Internal Note - Completed,Completed,Completed,15,Manual
TSK013447,2026-01-21,USR000019,Lead,LED001988,Demo,Demo - Connected,Open,Connected,10,HubSpot
TSK013448,2025-02-11,USR000012,Opportunity,OPP000671,Follow-up,Follow-up - Replied,Completed,Replied,20,Gong
TSK013449,2026-02-26,USR000003,Lead,LED002988,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Salesforce
TSK013450,2025-02-23,USR000009,Lead,LED002358,Call,Call - Left Voicemail,Completed,Left Voicemail,45,Outreach
TSK013451,2026-05-26,USR000006,Contact,CON001353,Call,Call - Completed,Open,Completed,60,Salesforce
TSK013452,2025-09-01,USR000004,Opportunity,OPP000633,Demo,Demo - Rescheduled,Completed,Rescheduled,15,HubSpot
TSK013453,2025-06-15,USR000016,Lead,LED002393,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Salesforce
TSK013454,2025-09-03,USR000015,Contact,CON000348,Email,Email - Clicked,Open,Clicked,45,HubSpot
TSK013455,2025-07-13,USR000019,Lead,LED001605,Call,Call - Left Voicemail,Open,Left Voicemail,15,Manual
TSK013456,2025-11-29,USR000007,Opportunity,OPP000523,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,15,Salesforce
TSK013457,2025-02-23,USR000022,Contact,CON001641,Call,Call - Connected,Completed,Connected,20,Gong
TSK013458,2025-03-31,USR000003,Lead,LED000386,Call,Call - Connected,Completed,Connected,15,Outreach
TSK013459,2026-06-06,USR000028,Contact,CON000385,Email,Email - Opened,Completed,Opened,45,Manual
TSK013460,2025-09-15,USR000003,Opportunity,OPP000518,Call,Call - Completed,Open,Completed,10,Manual
TSK013461,2025-09-10,USR000024,Lead,LED001853,Email,Email - Opened,Completed,Opened,15,HubSpot
TSK013462,2025-10-31,USR000010,Opportunity,OPP001023,Meeting,Meeting - No Show,Completed,No Show,10,Gong
TSK013463,2025-07-23,USR000023,Lead,LED002583,Demo,Demo - No Show,Completed,No Show,20,HubSpot
TSK013464,2026-01-28,USR000003,Lead,LED004056,Internal Note,Internal Note - Pending,Completed,Pending,30,Gong
TSK013465,2025-01-08,USR000007,Opportunity,OPP000240,Demo,Demo - Connected,Completed,Connected,10,Salesforce
TSK013466,2026-06-16,USR000008,Lead,LED002244,Email,Email - Replied,Completed,Replied,10,Outreach
TSK013467,2025-01-14,USR000011,Lead,LED000875,Follow-up,Follow-up - No Response,Open,No Response,10,Salesforce
TSK013468,2026-05-30,USR000009,Contact,CON003045,Internal Note,Internal Note - Completed,Completed,Completed,30,Outreach
TSK013469,2025-08-27,USR000023,Contact,CON000415,Demo,Demo - Left Voicemail,Completed,Left Voicemail,20,Gong
TSK013470,2026-04-28,USR000003,Opportunity,OPP001304,Demo,Demo - Completed,Completed,Completed,30,HubSpot
TSK013471,2026-05-17,USR000020,Contact,CON001310,Meeting,Meeting - No Show,Completed,No Show,5,Salesforce
TSK013472,2026-01-21,USR000005,Contact,CON001132,Follow-up,Follow-up - Completed,Completed,Completed,30,Outreach
TSK013473,2025-10-13,USR000018,Contact,CON003440,Call,Call - Connected,Completed,Connected,20,Outreach
TSK013474,2025-11-23,USR000002,Contact,CON001715,Demo,Demo - Connected,Completed,Connected,20,Outreach
TSK013475,2025-03-12,USR000008,Opportunity,OPP001055,Meeting,Meeting - Completed,Open,Completed,60,Outreach
TSK013476,2026-02-18,USR000001,Opportunity,OPP000138,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Manual
TSK013477,2025-06-17,USR000009,Lead,LED001656,Call,Call - Completed,Completed,Completed,5,Outreach
TSK013478,2026-01-10,USR000018,Opportunity,OPP000229,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Outreach
TSK013479,2025-05-11,USR000025,Lead,LED003505,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,20,Manual
TSK013480,2026-03-10,USR000021,Opportunity,OPP000297,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Salesforce
TSK013481,2025-02-19,USR000009,Contact,CON002840,Email,Email - Sent,Completed,Sent,10,Gong
TSK013482,2025-08-11,USR000014,Opportunity,OPP001043,Email,Email - Replied,Completed,Replied,20,HubSpot
TSK013483,2025-07-08,USR000001,Opportunity,OPP000578,Follow-up,Follow-up - Completed,Completed,Completed,60,Gong
TSK013484,2026-03-24,USR000003,Contact,CON000778,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK013485,2025-04-30,USR000013,Contact,CON000892,Follow-up,Follow-up - Replied,Completed,Replied,15,Manual
TSK013486,2025-02-02,USR000010,Lead,LED003438,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,45,Outreach
TSK013487,2025-01-05,USR000010,Contact,CON002322,Follow-up,Follow-up - Completed,Completed,Completed,45,HubSpot
TSK013488,2025-09-17,USR000021,Opportunity,OPP001643,Email,Email - Clicked,Open,Clicked,10,Outreach
TSK013489,2026-06-09,USR000026,Lead,LED000853,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,10,HubSpot
TSK013490,2025-08-24,USR000012,Opportunity,OPP001271,Call,Call - Connected,Completed,Connected,15,Outreach
TSK013491,2025-10-29,USR000027,Contact,CON002502,Meeting,Meeting - Left Voicemail,Open,Left Voicemail,45,Outreach
TSK013492,2026-02-05,USR000017,Contact,CON003015,Demo,Demo - Completed,Completed,Completed,15,Gong
TSK013493,2025-12-29,USR000009,Contact,CON003133,Follow-up,Follow-up - Replied,Open,Replied,15,Gong
TSK013494,2025-03-22,USR000019,Lead,LED001237,Call,Call - No Show,Completed,No Show,5,Gong
TSK013495,2026-02-09,USR000004,Lead,LED001996,Email,Email - Sent,Completed,Sent,20,Outreach
TSK013496,2025-06-19,USR000004,Contact,CON003105,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,45,Outreach
TSK013497,2025-09-25,USR000026,Lead,LED002354,Demo,Demo - Left Voicemail,Completed,Left Voicemail,45,Manual
TSK013498,2025-10-24,USR000013,Lead,LED000514,Email,Email - Bounced,Completed,Bounced,30,Salesforce
TSK013499,2025-10-02,USR000027,Lead,LED001699,Follow-up,Follow-up - Replied,Completed,Replied,5,Salesforce
TSK013500,2025-09-09,USR000023,Opportunity,OPP000294,Call,Call - Completed,Completed,Completed,30,Salesforce
TSK013501,2025-03-19,USR000005,Contact,CON002073,Email,Email - Clicked,Completed,Clicked,30,Manual
TSK013502,2026-05-31,USR000006,Opportunity,OPP000903,Meeting,Meeting - No Show,Completed,No Show,5,HubSpot
TSK013503,2025-01-14,USR000021,Contact,CON003039,Follow-up,Follow-up - No Response,Completed,No Response,45,Manual
TSK013504,2025-12-22,USR000016,Lead,LED001761,Call,Call - Completed,Completed,Completed,20,HubSpot
TSK013505,2025-05-13,USR000009,Opportunity,OPP000489,Email,Email - Sent,Completed,Sent,10,Gong
TSK013506,2025-03-03,USR000023,Opportunity,OPP001084,Follow-up,Follow-up - Completed,Completed,Completed,15,Manual
TSK013507,2025-11-04,USR000016,Lead,LED003026,Call,Call - Completed,Open,Completed,10,Gong
TSK013508,2025-03-21,USR000021,Contact,CON000630,Email,Email - Opened,Completed,Opened,5,Outreach
TSK013509,2026-03-01,USR000021,Lead,LED003852,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK013510,2026-06-01,USR000023,Contact,CON000342,Email,Email - Opened,Completed,Opened,10,Manual
TSK013511,2025-12-08,USR000014,Lead,LED001279,Meeting,Meeting - Connected,Completed,Connected,10,Gong
TSK013512,2025-07-22,USR000013,Contact,CON003286,Demo,Demo - Connected,Completed,Connected,15,HubSpot
TSK013513,2025-10-26,USR000014,Opportunity,OPP000996,Email,Email - Replied,Completed,Replied,60,HubSpot
TSK013514,2025-04-28,USR000008,Contact,CON003121,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Outreach
TSK013515,2026-01-27,USR000014,Opportunity,OPP001434,Call,Call - Connected,Completed,Connected,10,Outreach
TSK013516,2025-02-27,USR000007,Opportunity,OPP000693,Demo,Demo - Completed,Completed,Completed,10,HubSpot
TSK013517,2025-07-23,USR000003,Lead,LED002361,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Outreach
TSK013518,2026-01-30,USR000022,Lead,LED003067,Email,Email - Replied,Completed,Replied,45,Salesforce
TSK013519,2025-04-07,USR000015,Opportunity,OPP000432,Email,Email - Replied,Completed,Replied,10,Gong
TSK013520,2026-03-19,USR000014,Contact,CON003519,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK013521,2025-10-16,USR000010,Lead,LED003492,Follow-up,Follow-up - No Response,Open,No Response,10,Gong
TSK013522,2025-10-24,USR000022,Lead,LED001332,Call,Call - Completed,Completed,Completed,45,Gong
TSK013523,2025-06-13,USR000019,Lead,LED004005,Email,Email - Replied,Completed,Replied,20,Gong
TSK013524,2025-08-11,USR000027,Lead,LED002492,Demo,Demo - Completed,Completed,Completed,15,HubSpot
TSK013525,2026-06-29,USR000005,Contact,CON002772,Call,Call - Completed,Completed,Completed,15,Gong
TSK013526,2026-01-23,USR000005,Lead,LED001506,Email,Email - Sent,Completed,Sent,20,Gong
TSK013527,2025-03-05,USR000020,Lead,LED003941,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Manual
TSK013528,2025-02-09,USR000025,Opportunity,OPP000340,Meeting,Meeting - Connected,Completed,Connected,30,Manual
TSK013529,2026-06-11,USR000026,Opportunity,OPP001527,Follow-up,Follow-up - Pending,Completed,Pending,45,Manual
TSK013530,2025-07-04,USR000011,Contact,CON000149,Email,Email - Clicked,Completed,Clicked,10,Manual
TSK013531,2026-02-22,USR000005,Lead,LED001564,Call,Call - Connected,Completed,Connected,15,Gong
TSK013532,2025-02-22,USR000006,Lead,LED003535,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK013533,2025-04-03,USR000015,Contact,CON003226,Follow-up,Follow-up - No Response,Completed,No Response,20,Salesforce
TSK013534,2026-06-16,USR000004,Lead,LED002127,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK013535,2025-11-22,USR000026,Opportunity,OPP000231,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,30,Manual
TSK013536,2025-01-02,USR000021,Lead,LED003510,Email,Email - Clicked,Completed,Clicked,30,Gong
TSK013537,2026-03-05,USR000019,Opportunity,OPP000970,Meeting,Meeting - Completed,Completed,Completed,15,Manual
TSK013538,2025-07-15,USR000014,Lead,LED003774,Call,Call - Left Voicemail,Open,Left Voicemail,10,HubSpot
TSK013539,2025-08-18,USR000026,Contact,CON000716,Follow-up,Follow-up - No Response,Open,No Response,30,Salesforce
TSK013540,2025-10-26,USR000001,Opportunity,OPP000625,Email,Email - Replied,Completed,Replied,30,Gong
TSK013541,2025-01-26,USR000017,Contact,CON000649,Follow-up,Follow-up - Pending,Completed,Pending,30,Gong
TSK013542,2025-01-06,USR000008,Lead,LED001657,Email,Email - Opened,Completed,Opened,10,Manual
TSK013543,2026-04-17,USR000005,Contact,CON003018,Meeting,Meeting - Rescheduled,Completed,Rescheduled,30,Manual
TSK013544,2025-08-20,USR000018,Contact,CON000406,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,5,Manual
TSK013545,2025-10-06,USR000024,Lead,LED002147,Meeting,Meeting - Rescheduled,Completed,Rescheduled,30,Manual
TSK013546,2025-04-06,USR000009,Contact,CON001022,Demo,Demo - Completed,Completed,Completed,20,Salesforce
TSK013547,2025-11-30,USR000011,Lead,LED000449,Follow-up,Follow-up - Pending,Open,Pending,30,Salesforce
TSK013548,2025-03-12,USR000016,Lead,LED002156,Email,Email - Sent,Open,Sent,30,HubSpot
TSK013549,2025-02-01,USR000019,Lead,LED003270,Call,Call - No Show,Open,No Show,20,Gong
TSK013550,2025-01-31,USR000005,Lead,LED002348,Meeting,Meeting - Completed,Completed,Completed,10,Outreach
TSK013551,2026-02-06,USR000012,Contact,CON000973,Meeting,Meeting - Left Voicemail,Open,Left Voicemail,15,Outreach
TSK013552,2025-10-07,USR000008,Contact,CON000201,Call,Call - Connected,Open,Connected,15,Manual
TSK013553,2026-01-29,USR000017,Opportunity,OPP001194,Email,Email - Opened,Completed,Opened,30,Salesforce
TSK013554,2025-06-09,USR000011,Contact,CON001935,Call,Call - Completed,Completed,Completed,30,Gong
TSK013555,2025-07-11,USR000004,Lead,LED000989,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK013556,2025-09-13,USR000012,Lead,LED001766,Demo,Demo - Completed,Completed,Completed,20,Salesforce
TSK013557,2025-03-14,USR000016,Lead,LED002113,Email,Email - Bounced,Completed,Bounced,15,Manual
TSK013558,2025-06-07,USR000024,Lead,LED001506,Call,Call - Completed,Completed,Completed,15,Gong
TSK013559,2026-06-07,USR000001,Lead,LED001083,Email,Email - Sent,Completed,Sent,45,HubSpot
TSK013560,2025-12-10,USR000009,Contact,CON001395,Meeting,Meeting - Connected,Completed,Connected,30,Outreach
TSK013561,2026-06-27,USR000014,Opportunity,OPP001502,Call,Call - No Show,Completed,No Show,5,Outreach
TSK013562,2025-11-01,USR000014,Lead,LED002540,Meeting,Meeting - Rescheduled,Completed,Rescheduled,15,HubSpot
TSK013563,2025-01-01,USR000017,Lead,LED000875,Follow-up,Follow-up - Pending,Completed,Pending,30,Outreach
TSK013564,2025-01-10,USR000004,Contact,CON001772,Meeting,Meeting - Completed,Completed,Completed,15,Outreach
TSK013565,2025-04-09,USR000008,Contact,CON002080,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Salesforce
TSK013566,2025-11-03,USR000018,Lead,LED003441,Call,Call - Connected,Open,Connected,15,HubSpot
TSK013567,2025-09-16,USR000025,Lead,LED001686,Call,Call - Connected,Completed,Connected,15,Outreach
TSK013568,2025-06-05,USR000028,Contact,CON001600,Meeting,Meeting - Completed,Completed,Completed,20,Manual
TSK013569,2025-04-11,USR000027,Contact,CON001949,Call,Call - Connected,Completed,Connected,45,Salesforce
TSK013570,2025-10-09,USR000019,Lead,LED003507,Email,Email - Sent,Completed,Sent,15,Outreach
TSK013571,2026-06-24,USR000017,Lead,LED000287,Email,Email - Opened,Open,Opened,20,Manual
TSK013572,2026-01-02,USR000017,Lead,LED004170,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK013573,2026-05-12,USR000004,Opportunity,OPP000180,Email,Email - Opened,Completed,Opened,5,Salesforce
TSK013574,2026-02-25,USR000009,Opportunity,OPP000179,Email,Email - Sent,Completed,Sent,10,Salesforce
TSK013575,2026-04-23,USR000016,Opportunity,OPP000938,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,10,Manual
TSK013576,2025-04-29,USR000003,Lead,LED003345,Call,Call - Left Voicemail,Completed,Left Voicemail,60,Manual
TSK013577,2026-03-29,USR000026,Opportunity,OPP001194,Email,Email - Clicked,Completed,Clicked,15,Manual
TSK013578,2025-03-22,USR000028,Opportunity,OPP001232,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK013579,2025-08-29,USR000028,Contact,CON003076,Internal Note,Internal Note - Completed,Completed,Completed,30,Outreach
TSK013580,2025-01-20,USR000014,Lead,LED001407,Follow-up,Follow-up - Completed,Completed,Completed,30,Manual
TSK013581,2025-01-23,USR000014,Lead,LED001198,Email,Email - Bounced,Completed,Bounced,20,Manual
TSK013582,2025-09-20,USR000010,Lead,LED003031,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,15,Salesforce
TSK013583,2025-07-31,USR000027,Contact,CON001684,Call,Call - Rescheduled,Completed,Rescheduled,10,Outreach
TSK013584,2025-03-21,USR000009,Contact,CON003414,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK013585,2025-09-02,USR000024,Contact,CON000523,Email,Email - Sent,Completed,Sent,30,Salesforce
TSK013586,2026-06-30,USR000004,Contact,CON001284,Meeting,Meeting - Completed,Completed,Completed,45,Salesforce
TSK013587,2025-08-01,USR000027,Opportunity,OPP001449,Email,Email - Sent,Completed,Sent,30,Manual
TSK013588,2026-05-16,USR000028,Lead,LED002595,Call,Call - Connected,Completed,Connected,15,Manual
TSK013589,2026-04-30,USR000001,Lead,LED002909,Call,Call - Completed,Completed,Completed,10,Gong
TSK013590,2025-01-03,USR000008,Lead,LED000752,Demo,Demo - Rescheduled,Completed,Rescheduled,15,Salesforce
TSK013591,2026-03-17,USR000023,Opportunity,OPP000440,Call,Call - Connected,Completed,Connected,5,HubSpot
TSK013592,2025-04-14,USR000024,Lead,LED002965,Call,Call - No Show,Completed,No Show,5,Salesforce
TSK013593,2026-06-26,USR000017,Lead,LED001526,Meeting,Meeting - Completed,Completed,Completed,30,Manual
TSK013594,2025-09-19,USR000015,Contact,CON000298,Email,Email - Replied,Completed,Replied,10,Salesforce
TSK013595,2025-06-29,USR000012,Lead,LED001378,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,20,Manual
TSK013596,2025-04-19,USR000002,Lead,LED002067,Email,Email - Clicked,Completed,Clicked,30,Salesforce
TSK013597,2025-07-29,USR000019,Contact,CON003356,Call,Call - Completed,Completed,Completed,5,Gong
TSK013598,2026-03-17,USR000013,Lead,LED003448,Follow-up,Follow-up - Pending,Open,Pending,15,HubSpot
TSK013599,2026-02-14,USR000005,Lead,LED003757,Follow-up,Follow-up - Pending,Open,Pending,10,Manual
TSK013600,2026-03-16,USR000026,Lead,LED002808,Call,Call - Connected,Completed,Connected,10,Manual
TSK013601,2025-03-03,USR000001,Opportunity,OPP001352,Follow-up,Follow-up - Replied,Completed,Replied,5,Gong
TSK013602,2025-08-30,USR000006,Contact,CON002111,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Outreach
TSK013603,2025-05-05,USR000019,Contact,CON002971,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,Salesforce
TSK013604,2025-09-27,USR000026,Lead,LED003880,Internal Note,Internal Note - Replied,Completed,Replied,5,Outreach
TSK013605,2025-01-23,USR000025,Contact,CON002589,Email,Email - Sent,Open,Sent,20,Outreach
TSK013606,2025-03-12,USR000001,Lead,LED003838,Email,Email - Opened,Completed,Opened,5,Salesforce
TSK013607,2025-08-05,USR000021,Opportunity,OPP001642,Follow-up,Follow-up - Pending,Completed,Pending,5,Outreach
TSK013608,2025-02-15,USR000008,Opportunity,OPP000858,Call,Call - Rescheduled,Completed,Rescheduled,10,Manual
TSK013609,2026-06-28,USR000024,Contact,CON000194,Call,Call - Completed,Completed,Completed,10,Gong
TSK013610,2025-06-16,USR000007,Contact,CON002841,Demo,Demo - No Show,Completed,No Show,30,HubSpot
TSK013611,2025-08-04,USR000003,Lead,LED003749,Meeting,Meeting - Rescheduled,Completed,Rescheduled,10,Manual
TSK013612,2025-06-20,USR000005,Lead,LED003983,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Salesforce
TSK013613,2025-02-25,USR000016,Lead,LED002900,Demo,Demo - No Show,Open,No Show,15,Outreach
TSK013614,2025-06-01,USR000024,Contact,CON002194,Meeting,Meeting - Completed,Completed,Completed,5,Salesforce
TSK013615,2025-03-05,USR000017,Lead,LED002359,Follow-up,Follow-up - Completed,Completed,Completed,10,HubSpot
TSK013616,2026-01-24,USR000023,Lead,LED000903,Email,Email - Bounced,Completed,Bounced,30,Outreach
TSK013617,2025-09-25,USR000018,Opportunity,OPP000137,Call,Call - Completed,Completed,Completed,15,Salesforce
TSK013618,2026-04-12,USR000007,Contact,CON000195,Email,Email - Bounced,Completed,Bounced,60,Salesforce
TSK013619,2025-09-28,USR000020,Contact,CON001390,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,5,Manual
TSK013620,2025-12-18,USR000023,Lead,LED002583,Follow-up,Follow-up - No Response,Completed,No Response,15,Outreach
TSK013621,2026-06-30,USR000003,Lead,LED000789,Email,Email - Opened,Completed,Opened,10,Outreach
TSK013622,2026-03-31,USR000012,Lead,LED000274,Email,Email - Clicked,Completed,Clicked,20,Manual
TSK013623,2026-03-11,USR000019,Contact,CON000142,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK013624,2025-06-21,USR000004,Lead,LED003344,Email,Email - Clicked,Completed,Clicked,20,HubSpot
TSK013625,2026-06-27,USR000027,Lead,LED002806,Meeting,Meeting - Completed,Open,Completed,5,Outreach
