campaign_member_id,campaign_id,lead_id,contact_id,member_type,status,first_responded_date
CM003181,CMP000007,,CON003318,Contact,Opened,
CM003182,CMP000023,,CON002802,Contact,Opened,
CM003183,CMP000007,,CON002080,Contact,Opened,
CM003184,CMP000010,,CON001621,Contact,Converted,2025-11-29
CM003185,CMP000010,,CON001342,Contact,Clicked,2025-11-29
CM003186,CMP000027,,CON001891,Contact,Sent,
CM003187,CMP000014,,CON001000,Contact,Clicked,2025-03-09
CM003188,CMP000020,,CON000268,Contact,Sent,
CM003189,CMP000027,,CON002356,Contact,Clicked,2026-07-10
CM003190,CMP000016,,CON000717,Contact,Opened,
CM003191,CMP000036,,CON002845,Contact,Opened,
CM003192,CMP000022,,CON001588,Contact,Opened,
CM003193,CMP000020,,CON001556,Contact,Opened,
CM003194,CMP000010,,CON003198,Contact,Attended,2026-02-05
CM003195,CMP000001,,CON002549,Contact,Sent,
CM003196,CMP000035,,CON002306,Contact,Opened,
CM003197,CMP000024,,CON000001,Contact,Opened,
CM003198,CMP000016,,CON003120,Contact,Clicked,2026-03-21
CM003199,CMP000003,,CON002828,Contact,Sent,
CM003200,CMP000013,,CON000425,Contact,Opened,
CM003201,CMP000017,,CON002812,Contact,Sent,
CM003202,CMP000024,,CON001415,Contact,Opened,
CM003203,CMP000011,,CON000670,Contact,Clicked,2026-03-31
CM003204,CMP000034,,CON001720,Contact,Clicked,2025-06-10
CM003205,CMP000011,,CON002078,Contact,Attended,2026-05-03
CM003206,CMP000032,,CON001785,Contact,Opened,
CM003207,CMP000003,,CON000628,Contact,Sent,
CM003208,CMP000030,,CON000142,Contact,Attended,2026-07-18
CM003209,CMP000010,,CON002804,Contact,Opened,
CM003210,CMP000022,,CON003527,Contact,Sent,
CM003211,CMP000021,,CON003078,Contact,Attended,2025-10-22
CM003212,CMP000008,,CON000637,Contact,Sent,
CM003213,CMP000034,,CON003163,Contact,Sent,
CM003214,CMP000005,,CON002731,Contact,Attended,2025-03-04
CM003215,CMP000009,,CON003533,Contact,Opened,
CM003216,CMP000032,,CON002247,Contact,Clicked,2025-10-23
CM003217,CMP000026,,CON001884,Contact,Opened,
CM003218,CMP000005,,CON000132,Contact,Clicked,2025-03-20
CM003219,CMP000027,,CON003427,Contact,Attended,2026-06-23
CM003220,CMP000023,,CON002755,Contact,Sent,
CM003221,CMP000021,,CON001661,Contact,Converted,2025-10-15
CM003222,CMP000008,,CON000482,Contact,Clicked,2025-08-23
CM003223,CMP000013,,CON000873,Contact,Clicked,2025-11-16
CM003224,CMP000023,,CON002307,Contact,Converted,2025-10-17
CM003225,CMP000007,,CON000727,Contact,Attended,2026-03-12
CM003226,CMP000007,,CON000969,Contact,Sent,
CM003227,CMP000010,,CON001496,Contact,Attended,2025-12-12
CM003228,CMP000008,,CON001592,Contact,Clicked,2025-09-22
CM003229,CMP000008,,CON001509,Contact,Converted,2025-09-09
CM003230,CMP000013,,CON002955,Contact,Clicked,2025-10-21
CM003231,CMP000004,,CON000992,Contact,Converted,2026-04-08
CM003232,CMP000004,,CON001493,Contact,Clicked,2026-04-21
CM003233,CMP000019,,CON003002,Contact,Clicked,2026-02-11
CM003234,CMP000033,,CON003534,Contact,Converted,2025-11-20
CM003235,CMP000002,,CON002380,Contact,Sent,
CM003236,CMP000004,,CON001313,Contact,Converted,2026-03-27
CM003237,CMP000003,,CON000027,Contact,Sent,
CM003238,CMP000021,,CON001329,Contact,Sent,
CM003239,CMP000005,,CON003155,Contact,Clicked,2025-03-15
CM003240,CMP000025,,CON000129,Contact,Opened,
CM003241,CMP000004,,CON002006,Contact,Sent,
CM003242,CMP000008,,CON000784,Contact,Opened,
CM003243,CMP000026,,CON002675,Contact,Converted,2026-02-14
CM003244,CMP000011,,CON001517,Contact,Opened,
CM003245,CMP000036,,CON000774,Contact,Clicked,2026-01-03
CM003246,CMP000023,,CON000238,Contact,Converted,2025-11-08
CM003247,CMP000007,,CON002807,Contact,Opened,
CM003248,CMP000005,,CON002704,Contact,Attended,2025-03-09
CM003249,CMP000007,,CON002791,Contact,Clicked,2026-03-08
CM003250,CMP000001,,CON001460,Contact,Clicked,2025-11-14
CM003251,CMP000012,,CON000973,Contact,Sent,
CM003252,CMP000031,,CON000245,Contact,Sent,
CM003253,CMP000035,,CON002271,Contact,Opened,
CM003254,CMP000014,,CON000467,Contact,Opened,
CM003255,CMP000001,,CON002858,Contact,Opened,
CM003256,CMP000012,,CON002593,Contact,Sent,
CM003257,CMP000031,,CON003260,Contact,Converted,2025-11-07
CM003258,CMP000034,,CON002913,Contact,Sent,
CM003259,CMP000025,,CON000445,Contact,Opened,
CM003260,CMP000018,,CON001550,Contact,Clicked,2025-09-10
CM003261,CMP000018,,CON001506,Contact,Opened,
CM003262,CMP000030,,CON000270,Contact,Opened,
CM003263,CMP000027,,CON002690,Contact,Clicked,2026-07-02
CM003264,CMP000029,,CON000693,Contact,Opened,
CM003265,CMP000009,,CON003183,Contact,Sent,
CM003266,CMP000024,,CON002837,Contact,Clicked,2025-08-09
CM003267,CMP000035,,CON003201,Contact,Sent,
CM003268,CMP000028,,CON003555,Contact,Attended,2026-07-05
CM003269,CMP000011,,CON002393,Contact,Opened,
CM003270,CMP000034,,CON000897,Contact,Opened,
CM003271,CMP000032,,CON003488,Contact,Clicked,2026-01-01
CM003272,CMP000032,,CON000109,Contact,Sent,
CM003273,CMP000023,,CON000771,Contact,Converted,2025-09-08
CM003274,CMP000034,,CON000805,Contact,Attended,2025-08-02
CM003275,CMP000028,,CON003003,Contact,Sent,
CM003276,CMP000026,,CON002029,Contact,Converted,2026-04-17
CM003277,CMP000031,,CON001773,Contact,Clicked,2026-01-12
CM003278,CMP000002,,CON003035,Contact,Attended,2025-03-22
CM003279,CMP000011,,CON003400,Contact,Converted,2026-04-29
CM003280,CMP000004,,CON002708,Contact,Opened,
CM003281,CMP000027,,CON003180,Contact,Sent,
CM003282,CMP000027,,CON001501,Contact,Clicked,2026-08-21
CM003283,CMP000019,,CON001581,Contact,Sent,
CM003284,CMP000013,,CON000857,Contact,Opened,
CM003285,CMP000009,,CON002706,Contact,Clicked,2026-04-03
CM003286,CMP000009,,CON001416,Contact,Sent,
CM003287,CMP000025,,CON000243,Contact,Attended,2025-07-18
CM003288,CMP000001,,CON003110,Contact,Attended,2025-11-29
CM003289,CMP000034,,CON001520,Contact,Opened,
CM003290,CMP000022,,CON000708,Contact,Opened,
CM003291,CMP000008,,CON001420,Contact,Converted,2025-09-25
CM003292,CMP000036,,CON001543,Contact,Attended,2025-12-22
CM003293,CMP000023,,CON003408,Contact,Clicked,2025-11-21
CM003294,CMP000028,,CON000388,Contact,Sent,
CM003295,CMP000001,,CON003359,Contact,Attended,2026-01-12
CM003296,CMP000010,,CON000786,Contact,Opened,
CM003297,CMP000009,,CON002443,Contact,Converted,2026-01-30
CM003298,CMP000021,,CON003278,Contact,Opened,
CM003299,CMP000028,,CON001242,Contact,Sent,
CM003300,CMP000029,,CON000187,Contact,Opened,
CM003301,CMP000012,,CON002028,Contact,Converted,2025-10-12
CM003302,CMP000005,,CON003599,Contact,Opened,
CM003303,CMP000006,,CON001703,Contact,Converted,2026-03-03
CM003304,CMP000020,,CON001606,Contact,Converted,2026-02-20
CM003305,CMP000014,,CON000554,Contact,Attended,2025-01-27
CM003306,CMP000024,,CON003075,Contact,Opened,
CM003307,CMP000025,,CON002415,Contact,Converted,2025-07-29
CM003308,CMP000003,,CON003528,Contact,Clicked,2026-03-19
CM003309,CMP000022,,CON000910,Contact,Converted,2026-06-06
CM003310,CMP000014,,CON000622,Contact,Sent,
CM003311,CMP000007,,CON002136,Contact,Sent,
CM003312,CMP000002,,CON003426,Contact,Sent,
CM003313,CMP000003,,CON000302,Contact,Opened,
CM003314,CMP000031,,CON001248,Contact,Converted,2025-11-03
CM003315,CMP000022,,CON001205,Contact,Opened,
CM003316,CMP000023,,CON002615,Contact,Attended,2025-10-13
CM003317,CMP000023,,CON003478,Contact,Opened,
CM003318,CMP000025,,CON001808,Contact,Sent,
CM003319,CMP000020,,CON002883,Contact,Opened,
CM003320,CMP000025,,CON000377,Contact,Sent,
CM003321,CMP000019,,CON000634,Contact,Sent,
CM003322,CMP000031,,CON000965,Contact,Sent,
CM003323,CMP000036,,CON000022,Contact,Attended,2025-12-23
CM003324,CMP000010,,CON001044,Contact,Clicked,2026-01-15
CM003325,CMP000001,,CON000260,Contact,Converted,2025-12-19
CM003326,CMP000017,,CON001359,Contact,Sent,
CM003327,CMP000029,,CON000019,Contact,Sent,
CM003328,CMP000024,,CON001097,Contact,Sent,
CM003329,CMP000015,,CON002499,Contact,Sent,
CM003330,CMP000032,,CON003305,Contact,Opened,
CM003331,CMP000017,,CON000640,Contact,Clicked,2025-03-24
CM003332,CMP000035,,CON001195,Contact,Opened,
CM003333,CMP000025,,CON000082,Contact,Sent,
CM003334,CMP000017,,CON002035,Contact,Converted,2025-04-30
CM003335,CMP000026,,CON001279,Contact,Attended,2026-03-24
CM003336,CMP000017,,CON000271,Contact,Clicked,2025-03-19
CM003337,CMP000020,,CON001708,Contact,Sent,
CM003338,CMP000035,,CON001867,Contact,Sent,
CM003339,CMP000030,,CON003187,Contact,Converted,2026-06-19
CM003340,CMP000032,,CON000752,Contact,Clicked,2025-12-26
CM003341,CMP000018,,CON001120,Contact,Attended,2025-09-02
CM003342,CMP000020,,CON001864,Contact,Converted,2026-03-29
CM003343,CMP000025,,CON001977,Contact,Converted,2025-08-26
CM003344,CMP000035,,CON002624,Contact,Sent,
CM003345,CMP000013,,CON001348,Contact,Sent,
CM003346,CMP000024,,CON002466,Contact,Sent,
CM003347,CMP000009,,CON002774,Contact,Converted,2026-02-16
CM003348,CMP000034,,CON002519,Contact,Clicked,2025-07-20
CM003349,CMP000013,,CON002926,Contact,Sent,
CM003350,CMP000036,,CON000215,Contact,Attended,2026-01-18
CM003351,CMP000020,,CON001351,Contact,Sent,
CM003352,CMP000017,,CON001914,Contact,Sent,
CM003353,CMP000009,,CON001398,Contact,Opened,
CM003354,CMP000003,,CON001379,Contact,Opened,
CM003355,CMP000029,,CON003007,Contact,Sent,
CM003356,CMP000005,,CON002878,Contact,Sent,
CM003357,CMP000025,,CON002320,Contact,Sent,
CM003358,CMP000031,,CON001704,Contact,Attended,2025-12-06
CM003359,CMP000033,,CON002338,Contact,Sent,
CM003360,CMP000036,,CON000060,Contact,Sent,
CM003361,CMP000002,,CON001844,Contact,Converted,2025-02-07
CM003362,CMP000033,,CON003102,Contact,Clicked,2025-10-11
CM003363,CMP000005,,CON003569,Contact,Opened,
CM003364,CMP000005,,CON003211,Contact,Sent,
CM003365,CMP000033,,CON001370,Contact,Sent,
CM003366,CMP000028,,CON002751,Contact,Attended,2026-08-19
CM003367,CMP000027,,CON002251,Contact,Clicked,2026-06-30
CM003368,CMP000026,,CON001915,Contact,Opened,
CM003369,CMP000023,,CON003054,Contact,Sent,
CM003370,CMP000023,,CON001775,Contact,Opened,
CM003371,CMP000006,,CON000144,Contact,Opened,
CM003372,CMP000001,,CON000743,Contact,Sent,
CM003373,CMP000012,,CON001894,Contact,Attended,2025-10-01
CM003374,CMP000019,,CON000473,Contact,Sent,
CM003375,CMP000024,,CON003212,Contact,Sent,
CM003376,CMP000010,,CON002038,Contact,Clicked,2025-12-25
CM003377,CMP000030,,CON003152,Contact,Opened,
CM003378,CMP000023,,CON001147,Contact,Clicked,2025-11-27
CM003379,CMP000010,,CON000829,Contact,Clicked,2025-12-19
CM003380,CMP000025,,CON001910,Contact,Sent,
CM003381,CMP000020,,CON002756,Contact,Attended,2026-03-18
CM003382,CMP000007,,CON000849,Contact,Sent,
CM003383,CMP000025,,CON001714,Contact,Opened,
CM003384,CMP000013,,CON000602,Contact,Clicked,2025-09-27
CM003385,CMP000008,,CON001089,Contact,Opened,
CM003386,CMP000012,,CON001645,Contact,Sent,
CM003387,CMP000026,,CON001268,Contact,Clicked,2026-03-28
CM003388,CMP000010,,CON003495,Contact,Sent,
CM003389,CMP000034,,CON002014,Contact,Converted,2025-06-14
CM003390,CMP000018,,CON000605,Contact,Opened,
CM003391,CMP000034,,CON003484,Contact,Attended,2025-09-02
CM003392,CMP000036,,CON001016,Contact,Clicked,2025-12-23
CM003393,CMP000011,,CON002934,Contact,Opened,
CM003394,CMP000027,,CON002995,Contact,Sent,
CM003395,CMP000008,,CON001584,Contact,Clicked,2025-09-25
CM003396,CMP000014,,CON000070,Contact,Opened,
CM003397,CMP000004,,CON001939,Contact,Attended,2026-05-13
CM003398,CMP000036,,CON002629,Contact,Attended,2026-01-07
CM003399,CMP000012,,CON002550,Contact,Sent,
CM003400,CMP000011,,CON003480,Contact,Opened,
CM003401,CMP000024,,CON001304,Contact,Clicked,2025-08-19
CM003402,CMP000020,,CON001166,Contact,Opened,
CM003403,CMP000013,,CON001705,Contact,Opened,
CM003404,CMP000003,,CON001380,Contact,Opened,
CM003405,CMP000011,,CON000747,Contact,Sent,
CM003406,CMP000015,,CON002605,Contact,Clicked,2025-09-05
CM003407,CMP000014,,CON000055,Contact,Opened,
CM003408,CMP000028,,CON001984,Contact,Sent,
CM003409,CMP000029,,CON001126,Contact,Clicked,2026-07-29
CM003410,CMP000022,,CON003301,Contact,Converted,2026-07-30
CM003411,CMP000022,,CON000018,Contact,Attended,2026-05-28
CM003412,CMP000010,,CON001792,Contact,Opened,
CM003413,CMP000018,,CON001507,Contact,Opened,
CM003414,CMP000003,,CON001838,Contact,Sent,
CM003415,CMP000008,,CON000860,Contact,Clicked,2025-10-18
CM003416,CMP000001,,CON003541,Contact,Opened,
CM003417,CMP000003,,CON002793,Contact,Converted,2026-03-13
CM003418,CMP000019,,CON002890,Contact,Converted,2026-02-14
CM003419,CMP000018,,CON000979,Contact,Converted,2025-07-02
CM003420,CMP000028,,CON002695,Contact,Sent,
CM003421,CMP000011,,CON003432,Contact,Sent,
CM003422,CMP000015,,CON000047,Contact,Sent,
CM003423,CMP000016,,CON000248,Contact,Sent,
CM003424,CMP000007,,CON003038,Contact,Clicked,2026-01-27
CM003425,CMP000025,,CON002676,Contact,Attended,2025-06-19
CM003426,CMP000024,,CON000815,Contact,Sent,
CM003427,CMP000008,,CON002978,Contact,Opened,
CM003428,CMP000009,,CON000491,Contact,Sent,
CM003429,CMP000023,,CON002288,Contact,Clicked,2025-10-11
CM003430,CMP000021,,CON002067,Contact,Opened,
CM003431,CMP000035,,CON001999,Contact,Clicked,2025-07-16
CM003432,CMP000034,,CON000789,Contact,Clicked,2025-07-09
CM003433,CMP000025,,CON001453,Contact,Opened,
CM003434,CMP000030,,CON003096,Contact,Sent,
CM003435,CMP000017,,CON002209,Contact,Clicked,2025-02-24
CM003436,CMP000002,,CON001428,Contact,Clicked,2025-02-24
CM003437,CMP000010,,CON003210,Contact,Sent,
CM003438,CMP000031,,CON000336,Contact,Sent,
CM003439,CMP000003,,CON000975,Contact,Attended,2026-04-22
CM003440,CMP000033,,CON000884,Contact,Sent,
CM003441,CMP000029,,CON000911,Contact,Opened,
CM003442,CMP000004,,CON003067,Contact,Converted,2026-05-08
CM003443,CMP000017,,CON001454,Contact,Opened,
CM003444,CMP000001,,CON002111,Contact,Attended,2025-10-28
CM003445,CMP000008,,CON001338,Contact,Sent,
CM003446,CMP000006,,CON001188,Contact,Sent,
CM003447,CMP000034,,CON002490,Contact,Clicked,2025-06-21
CM003448,CMP000002,,CON001978,Contact,Attended,2025-02-08
CM003449,CMP000018,,CON001341,Contact,Opened,
CM003450,CMP000019,,CON001900,Contact,Clicked,2026-02-13
CM003451,CMP000015,,CON000312,Contact,Opened,
CM003452,CMP000004,,CON002571,Contact,Clicked,2026-04-21
CM003453,CMP000009,,CON000762,Contact,Sent,
CM003454,CMP000018,,CON003544,Contact,Clicked,2025-08-13
CM003455,CMP000001,,CON001642,Contact,Sent,
CM003456,CMP000028,,CON002171,Contact,Sent,
CM003457,CMP000030,,CON000441,Contact,Sent,
CM003458,CMP000034,,CON003513,Contact,Sent,
CM003459,CMP000020,,CON002586,Contact,Opened,
CM003460,CMP000030,,CON002332,Contact,Sent,
CM003461,CMP000015,,CON002189,Contact,Sent,
CM003462,CMP000007,,CON001475,Contact,Converted,2026-03-15
CM003463,CMP000017,,CON002660,Contact,Opened,
CM003464,CMP000005,,CON001876,Contact,Opened,
CM003465,CMP000003,,CON003340,Contact,Opened,
CM003466,CMP000018,,CON000825,Contact,Opened,
CM003467,CMP000020,,CON002381,Contact,Clicked,2026-04-11
CM003468,CMP000011,,CON002685,Contact,Clicked,2026-03-17
CM003469,CMP000007,,CON001437,Contact,Sent,
CM003470,CMP000002,,CON000340,Contact,Opened,
CM003471,CMP000014,,CON001625,Contact,Opened,
CM003472,CMP000027,,CON003317,Contact,Sent,
CM003473,CMP000008,,CON002410,Contact,Sent,
CM003474,CMP000022,,CON001100,Contact,Clicked,2026-06-15
CM003475,CMP000033,,CON001356,Contact,Clicked,2025-12-01
CM003476,CMP000023,,CON003204,Contact,Clicked,2025-09-08
CM003477,CMP000029,,CON000008,Contact,Sent,
CM003478,CMP000036,,CON001566,Contact,Attended,2026-01-03
CM003479,CMP000014,,CON002827,Contact,Attended,2025-01-17
CM003480,CMP000028,,CON003097,Contact,Opened,
CM003481,CMP000003,,CON002292,Contact,Clicked,2026-04-30
CM003482,CMP000020,,CON001367,Contact,Sent,
CM003483,CMP000007,,CON001433,Contact,Converted,2026-02-27
CM003484,CMP000012,,CON000655,Contact,Sent,
CM003485,CMP000034,,CON001050,Contact,Sent,
CM003486,CMP000008,,CON003320,Contact,Clicked,2025-10-23
CM003487,CMP000020,,CON000704,Contact,Attended,2026-04-02
CM003488,CMP000010,,CON002069,Contact,Attended,2025-12-31
CM003489,CMP000021,,CON002693,Contact,Clicked,2025-08-18
CM003490,CMP000033,,CON001614,Contact,Opened,
CM003491,CMP000012,,CON001063,Contact,Opened,
CM003492,CMP000011,,CON000247,Contact,Opened,
CM003493,CMP000004,,CON001551,Contact,Opened,
CM003494,CMP000005,,CON000440,Contact,Sent,
CM003495,CMP000005,,CON001335,Contact,Clicked,2025-04-04
CM003496,CMP000026,,CON002561,Contact,Attended,2026-03-01
CM003497,CMP000035,,CON001544,Contact,Attended,2025-08-29
CM003498,CMP000032,,CON001008,Contact,Opened,
CM003499,CMP000018,,CON000583,Contact,Clicked,2025-07-17
CM003500,CMP000010,,CON003133,Contact,Opened,
CM003501,CMP000009,,CON000882,Contact,Clicked,2026-01-14
CM003502,CMP000007,,CON000339,Contact,Clicked,2026-01-20
CM003503,CMP000003,,CON003160,Contact,Converted,2026-04-18
CM003504,CMP000017,,CON001819,Contact,Opened,
CM003505,CMP000032,,CON000035,Contact,Sent,
CM003506,CMP000029,,CON001192,Contact,Converted,2026-07-01
CM003507,CMP000012,,CON001061,Contact,Sent,
CM003508,CMP000005,,CON002174,Contact,Clicked,2025-04-02
CM003509,CMP000016,,CON002959,Contact,Sent,
CM003510,CMP000024,,CON003307,Contact,Sent,
CM003511,CMP000013,,CON000892,Contact,Sent,
CM003512,CMP000024,,CON000820,Contact,Sent,
CM003513,CMP000026,,CON001928,Contact,Sent,
CM003514,CMP000031,,CON001612,Contact,Opened,
CM003515,CMP000001,,CON001458,Contact,Sent,
CM003516,CMP000010,,CON002534,Contact,Opened,
CM003517,CMP000015,,CON001888,Contact,Sent,
CM003518,CMP000029,,CON001577,Contact,Clicked,2026-07-08
CM003519,CMP000007,,CON000549,Contact,Converted,2026-02-20
CM003520,CMP000034,,CON001970,Contact,Sent,
CM003521,CMP000007,,CON000062,Contact,Converted,2026-03-12
CM003522,CMP000026,,CON003043,Contact,Attended,2026-03-04
CM003523,CMP000010,,CON002008,Contact,Opened,
CM003524,CMP000022,,CON003362,Contact,Opened,
CM003525,CMP000024,,CON003089,Contact,Opened,
CM003526,CMP000005,,CON002165,Contact,Attended,2025-04-23
CM003527,CMP000011,,CON000490,Contact,Sent,
CM003528,CMP000012,,CON002437,Contact,Opened,
CM003529,CMP000029,,CON001825,Contact,Attended,2026-07-14
CM003530,CMP000018,,CON000392,Contact,Opened,
CM003531,CMP000033,,CON002457,Contact,Sent,
CM003532,CMP000034,,CON000944,Contact,Sent,
CM003533,CMP000019,,CON000763,Contact,Sent,
CM003534,CMP000032,,CON003404,Contact,Attended,2025-12-08
CM003535,CMP000033,,CON001294,Contact,Opened,
CM003536,CMP000027,,CON001697,Contact,Clicked,2026-08-12
CM003537,CMP000036,,CON003337,Contact,Attended,2025-11-10
CM003538,CMP000022,,CON002081,Contact,Clicked,2026-07-17
CM003539,CMP000022,,CON002453,Contact,Converted,2026-07-05
CM003540,CMP000032,,CON002214,Contact,Attended,2025-10-30
CM003541,CMP000023,,CON001669,Contact,Opened,
CM003542,CMP000013,,CON002574,Contact,Sent,
CM003543,CMP000007,,CON001490,Contact,Opened,
CM003544,CMP000009,,CON001324,Contact,Opened,
CM003545,CMP000031,,CON001371,Contact,Converted,2025-10-26
CM003546,CMP000034,,CON001899,Contact,Sent,
CM003547,CMP000025,,CON001130,Contact,Clicked,2025-08-22
CM003548,CMP000030,,CON001624,Contact,Sent,
CM003549,CMP000013,,CON003105,Contact,Converted,2025-12-07
CM003550,CMP000012,,CON002225,Contact,Converted,2025-10-26
CM003551,CMP000001,,CON001471,Contact,Clicked,2026-01-21
CM003552,CMP000031,,CON002750,Contact,Sent,
CM003553,CMP000015,,CON002658,Contact,Opened,
CM003554,CMP000005,,CON002528,Contact,Sent,
CM003555,CMP000020,,CON003092,Contact,Sent,
CM003556,CMP000013,,CON003462,Contact,Opened,
CM003557,CMP000032,,CON001698,Contact,Opened,
CM003558,CMP000004,,CON003182,Contact,Clicked,2026-06-12
CM003559,CMP000006,,CON001993,Contact,Converted,2026-04-22
CM003560,CMP000016,,CON001239,Contact,Converted,2026-01-23
CM003561,CMP000021,,CON001251,Contact,Opened,
CM003562,CMP000009,,CON002203,Contact,Sent,
CM003563,CMP000022,,CON000095,Contact,Clicked,2026-08-01
CM003564,CMP000030,,CON003482,Contact,Sent,
CM003565,CMP000025,,CON000464,Contact,Sent,
CM003566,CMP000004,,CON000778,Contact,Sent,
CM003567,CMP000027,,CON002488,Contact,Sent,
CM003568,CMP000033,,CON002829,Contact,Converted,2025-12-26
CM003569,CMP000022,,CON000372,Contact,Opened,
CM003570,CMP000020,,CON000885,Contact,Opened,
CM003571,CMP000012,,CON001815,Contact,Sent,
CM003572,CMP000010,,CON001991,Contact,Sent,
CM003573,CMP000015,,CON001390,Contact,Sent,
CM003574,CMP000024,,CON001340,Contact,Sent,
CM003575,CMP000003,,CON002601,Contact,Sent,
CM003576,CMP000019,,CON003018,Contact,Clicked,2026-02-09
CM003577,CMP000030,,CON003303,Contact,Sent,
CM003578,CMP000010,,CON000224,Contact,Clicked,2026-01-20
CM003579,CMP000035,,CON001071,Contact,Sent,
CM003580,CMP000026,,CON001934,Contact,Converted,2026-04-19
CM003581,CMP000002,,CON002347,Contact,Converted,2025-03-26
CM003582,CMP000036,,CON002265,Contact,Converted,2026-01-22
CM003583,CMP000001,,CON001821,Contact,Opened,
CM003584,CMP000001,,CON003492,Contact,Sent,
CM003585,CMP000025,,CON000426,Contact,Opened,
CM003586,CMP000023,,CON000550,Contact,Sent,
CM003587,CMP000030,,CON003288,Contact,Opened,
CM003588,CMP000025,,CON001190,Contact,Clicked,2025-08-13
CM003589,CMP000032,,CON003520,Contact,Sent,
CM003590,CMP000033,,CON002074,Contact,Sent,
CM003591,CMP000009,,CON001198,Contact,Sent,
CM003592,CMP000028,,CON001845,Contact,Sent,
CM003593,CMP000028,,CON001503,Contact,Converted,2026-08-02
CM003594,CMP000020,,CON001476,Contact,Converted,2026-05-05
CM003595,CMP000006,,CON001309,Contact,Sent,
CM003596,CMP000009,,CON000094,Contact,Opened,
CM003597,CMP000013,,CON000078,Contact,Opened,
CM003598,CMP000016,,CON001657,Contact,Attended,2026-03-21
CM003599,CMP000034,,CON000900,Contact,Opened,
CM003600,CMP000014,,CON003589,Contact,Attended,2025-02-10
CM003601,CMP000009,,CON002702,Contact,Sent,
CM003602,CMP000020,,CON001510,Contact,Clicked,2026-04-10
CM003603,CMP000009,,CON002728,Contact,Opened,
CM003604,CMP000019,,CON000499,Contact,Sent,
CM003605,CMP000009,,CON001908,Contact,Sent,
CM003606,CMP000030,,CON002197,Contact,Opened,
CM003607,CMP000007,,CON003579,Contact,Attended,2026-02-22
CM003608,CMP000030,,CON003265,Contact,Attended,2026-07-15
CM003609,CMP000024,,CON000895,Contact,Clicked,2025-10-04
CM003610,CMP000006,,CON003122,Contact,Converted,2026-05-08
CM003611,CMP000020,,CON002965,Contact,Sent,
CM003612,CMP000024,,CON002825,Contact,Sent,
CM003613,CMP000026,,CON003284,Contact,Opened,
CM003614,CMP000002,,CON000444,Contact,Opened,
CM003615,CMP000010,,CON002560,Contact,Opened,
CM003616,CMP000008,,CON002000,Contact,Clicked,2025-11-03
CM003617,CMP000008,,CON001571,Contact,Opened,
CM003618,CMP000029,,CON001778,Contact,Attended,2026-07-25
CM003619,CMP000006,,CON002846,Contact,Opened,
CM003620,CMP000007,,CON003490,Contact,Attended,2026-02-04
CM003621,CMP000016,,CON001505,Contact,Sent,
CM003622,CMP000007,,CON001085,Contact,Sent,
CM003623,CMP000021,,CON000065,Contact,Clicked,2025-10-28
CM003624,CMP000006,,CON003355,Contact,Clicked,2026-05-06
CM003625,CMP000025,,CON002308,Contact,Clicked,2025-08-16
CM003626,CMP000029,,CON001040,Contact,Opened,
CM003627,CMP000015,,CON003275,Contact,Clicked,2025-09-22
CM003628,CMP000036,,CON001740,Contact,Clicked,2026-01-28
CM003629,CMP000035,,CON001441,Contact,Opened,
CM003630,CMP000021,,CON001758,Contact,Opened,
CM003631,CMP000027,,CON002131,Contact,Opened,
CM003632,CMP000008,,CON002914,Contact,Opened,
CM003633,CMP000011,,CON002001,Contact,Opened,
CM003634,CMP000035,,CON001886,Contact,Clicked,2025-09-22
CM003635,CMP000013,,CON001006,Contact,Sent,
CM003636,CMP000017,,CON000435,Contact,Clicked,2025-04-09
CM003637,CMP000011,,CON000739,Contact,Opened,
CM003638,CMP000006,,CON001759,Contact,Clicked,2026-03-03
CM003639,CMP000023,,CON003415,Contact,Sent,
CM003640,CMP000013,,CON002516,Contact,Sent,
CM003641,CMP000020,,CON000551,Contact,Clicked,2026-04-21
CM003642,CMP000012,,CON000745,Contact,Attended,2025-10-09
CM003643,CMP000004,,CON000785,Contact,Sent,
CM003644,CMP000020,,CON003319,Contact,Sent,
CM003645,CMP000020,,CON002101,Contact,Sent,
CM003646,CMP000020,,CON002761,Contact,Sent,
CM003647,CMP000036,,CON003079,Contact,Sent,
CM003648,CMP000016,,CON002928,Contact,Converted,2026-02-19
CM003649,CMP000005,,CON000097,Contact,Clicked,2025-03-24
CM003650,CMP000032,,CON002250,Contact,Sent,
CM003651,CMP000028,,CON000236,Contact,Clicked,2026-08-04
CM003652,CMP000014,,CON001215,Contact,Opened,
CM003653,CMP000033,,CON001418,Contact,Sent,
CM003654,CMP000019,,CON000307,Contact,Clicked,2026-02-03
CM003655,CMP000032,,CON002916,Contact,Attended,2025-12-24
CM003656,CMP000012,,CON002707,Contact,Sent,
CM003657,CMP000002,,CON002993,Contact,Converted,2025-04-11
CM003658,CMP000006,,CON002713,Contact,Sent,
CM003659,CMP000001,,CON001810,Contact,Clicked,2025-11-10
CM003660,CMP000025,,CON001940,Contact,Sent,
CM003661,CMP000035,,CON001701,Contact,Clicked,2025-10-01
CM003662,CMP000026,,CON001882,Contact,Sent,
CM003663,CMP000012,,CON002303,Contact,Sent,
CM003664,CMP000021,,CON000993,Contact,Opened,
CM003665,CMP000010,,CON003565,Contact,Opened,
CM003666,CMP000003,,CON000074,Contact,Sent,
