sync_error_id,created_date,source_system,target_system,object_type,object_id,error_type,severity,status,days_to_resolve
SYN000780,2026-03-18,HubSpot,Salesforce,Lead,LED000081,Lifecycle Stage Conflict,High,Open,
SYN000781,2026-06-23,Salesforce,HubSpot,Lead,LED003816,Lifecycle Stage Conflict,Critical,Ignored,
SYN000782,2025-07-13,HubSpot,Salesforce,Lead,LED002961,Lifecycle Stage Conflict,Critical,Open,
SYN000783,2025-06-14,Salesforce,HubSpot,Lead,LED001507,Lifecycle Stage Conflict,Medium,Open,
SYN000784,2025-05-24,Salesforce,HubSpot,Lead,LED002132,Lifecycle Stage Conflict,High,Resolved,5.0
SYN000785,2025-04-18,HubSpot,Salesforce,Lead,LED000163,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000786,2025-05-17,Salesforce,HubSpot,Lead,LED002714,Lifecycle Stage Conflict,High,Open,
SYN000787,2025-08-27,HubSpot,Salesforce,Lead,LED000877,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000788,2025-11-12,Salesforce,HubSpot,Lead,LED003267,Lifecycle Stage Conflict,Medium,Ignored,
SYN000789,2025-02-01,Salesforce,HubSpot,Lead,LED001376,Lifecycle Stage Conflict,High,Open,
SYN000790,2025-08-09,Salesforce,HubSpot,Lead,LED000413,Lifecycle Stage Conflict,High,Resolved,7.0
SYN000791,2026-03-23,HubSpot,Salesforce,Lead,LED000859,Lifecycle Stage Conflict,High,Resolved,7.0
SYN000792,2026-06-01,Salesforce,HubSpot,Lead,LED001549,Lifecycle Stage Conflict,High,Resolved,3.0
SYN000793,2025-06-10,HubSpot,Salesforce,Lead,LED001485,Lifecycle Stage Conflict,High,Open,
SYN000794,2025-06-21,Salesforce,HubSpot,Lead,LED001307,Lifecycle Stage Conflict,High,Open,
SYN000795,2026-02-01,Salesforce,HubSpot,Lead,LED000294,Lifecycle Stage Conflict,Medium,Resolved,2.0
SYN000796,2025-06-10,Salesforce,HubSpot,Lead,LED001201,Lifecycle Stage Conflict,Medium,Ignored,
SYN000797,2026-01-29,Salesforce,HubSpot,Lead,LED000378,Lifecycle Stage Conflict,High,Resolved,3.0
SYN000798,2025-02-03,HubSpot,Salesforce,Lead,LED001290,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000799,2025-07-07,HubSpot,Salesforce,Lead,LED002218,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000800,2026-03-08,Salesforce,HubSpot,Lead,LED000037,Lifecycle Stage Conflict,High,Open,
SYN000801,2025-05-03,HubSpot,Salesforce,Lead,LED000279,Lifecycle Stage Conflict,Medium,Open,
SYN000802,2025-02-11,Salesforce,HubSpot,Lead,LED001232,Lifecycle Stage Conflict,Critical,Open,
SYN000803,2025-12-20,HubSpot,Salesforce,Lead,LED001138,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000804,2026-04-26,HubSpot,Salesforce,Lead,LED000696,Lifecycle Stage Conflict,High,Resolved,7.0
SYN000805,2025-02-28,Salesforce,HubSpot,Lead,LED002442,Lifecycle Stage Conflict,Medium,Resolved,21.0
SYN000806,2025-08-08,Salesforce,HubSpot,Lead,LED003601,Lifecycle Stage Conflict,High,Open,
SYN000807,2025-03-20,HubSpot,Salesforce,Lead,LED003556,Lifecycle Stage Conflict,Medium,Open,
SYN000808,2025-09-10,HubSpot,Salesforce,Lead,LED000556,Lifecycle Stage Conflict,Critical,Resolved,1.0
SYN000809,2025-06-24,Salesforce,HubSpot,Lead,LED003761,Lifecycle Stage Conflict,Critical,Open,
SYN000810,2025-11-26,Salesforce,HubSpot,Lead,LED001665,Lifecycle Stage Conflict,Critical,Open,
SYN000811,2026-04-25,Salesforce,HubSpot,Lead,LED001800,Lifecycle Stage Conflict,Critical,Ignored,
SYN000812,2025-09-04,HubSpot,Salesforce,Lead,LED003677,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000813,2025-10-16,Salesforce,HubSpot,Lead,LED003190,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000814,2026-05-31,HubSpot,Salesforce,Lead,LED001637,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000815,2025-02-15,Salesforce,HubSpot,Lead,LED002003,Lifecycle Stage Conflict,High,Open,
SYN000816,2026-06-05,Salesforce,HubSpot,Lead,LED003651,Lifecycle Stage Conflict,Critical,Resolved,30.0
SYN000817,2025-04-26,HubSpot,Salesforce,Lead,LED001918,Lifecycle Stage Conflict,High,Resolved,5.0
SYN000818,2025-08-08,Salesforce,HubSpot,Lead,LED002229,Lifecycle Stage Conflict,Critical,Open,
SYN000819,2026-05-31,HubSpot,Salesforce,Lead,LED001663,Lifecycle Stage Conflict,High,Resolved,30.0
SYN000820,2025-04-06,HubSpot,Salesforce,Lead,LED002262,Lifecycle Stage Conflict,Critical,Open,
SYN000821,2025-11-06,HubSpot,Salesforce,Lead,LED001072,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000822,2025-08-29,Salesforce,HubSpot,Lead,LED002401,Lifecycle Stage Conflict,Medium,Open,
SYN000823,2025-03-30,HubSpot,Salesforce,Lead,LED003382,Lifecycle Stage Conflict,Medium,Ignored,
SYN000824,2025-06-09,Salesforce,HubSpot,Lead,LED001288,Lifecycle Stage Conflict,Medium,Open,
SYN000825,2025-05-22,HubSpot,Salesforce,Lead,LED000512,Lifecycle Stage Conflict,Medium,Resolved,5.0
SYN000826,2026-05-31,HubSpot,Salesforce,Lead,LED000142,Lifecycle Stage Conflict,Critical,Open,
SYN000827,2025-01-30,Salesforce,HubSpot,Lead,LED000988,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000828,2025-10-26,HubSpot,Salesforce,Lead,LED001548,Lifecycle Stage Conflict,Medium,Open,
SYN000829,2026-06-04,Salesforce,HubSpot,Lead,LED000485,Lifecycle Stage Conflict,Medium,Resolved,14.0
SYN000830,2025-04-24,Salesforce,HubSpot,Lead,LED003500,Lifecycle Stage Conflict,Medium,Ignored,
SYN000831,2025-10-14,HubSpot,Salesforce,Lead,LED002210,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000832,2026-03-23,HubSpot,Salesforce,Lead,LED001923,Lifecycle Stage Conflict,Medium,Resolved,10.0
SYN000833,2025-01-28,HubSpot,Salesforce,Lead,LED001933,Lifecycle Stage Conflict,High,Open,
SYN000834,2025-03-28,Salesforce,HubSpot,Lead,LED002151,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000835,2026-03-29,Salesforce,HubSpot,Lead,LED003684,Lifecycle Stage Conflict,High,Ignored,
SYN000836,2025-11-13,HubSpot,Salesforce,Lead,LED002441,Lifecycle Stage Conflict,Critical,Ignored,
SYN000837,2025-10-11,Salesforce,HubSpot,Lead,LED003219,Lifecycle Stage Conflict,Critical,Open,
SYN000838,2025-04-27,HubSpot,Salesforce,Lead,LED001372,Lifecycle Stage Conflict,High,Open,
SYN000839,2026-03-15,HubSpot,Salesforce,Lead,LED000699,Lifecycle Stage Conflict,Critical,Open,
SYN000840,2026-04-25,Salesforce,HubSpot,Lead,LED001967,Lifecycle Stage Conflict,High,Ignored,
SYN000841,2026-02-21,HubSpot,Salesforce,Lead,LED001034,Lifecycle Stage Conflict,Critical,Resolved,10.0
SYN000842,2026-03-15,Salesforce,HubSpot,Lead,LED003440,Lifecycle Stage Conflict,Medium,Open,
SYN000843,2025-05-16,Salesforce,HubSpot,Lead,LED003938,Lifecycle Stage Conflict,High,Resolved,10.0
SYN000844,2026-01-17,HubSpot,Salesforce,Lead,LED000584,Lifecycle Stage Conflict,Medium,Open,
SYN000845,2025-09-17,Salesforce,HubSpot,Lead,LED003917,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000846,2025-04-18,HubSpot,Salesforce,Lead,LED001463,Lifecycle Stage Conflict,Medium,Open,
SYN000847,2025-03-18,HubSpot,Salesforce,Lead,LED002385,Lifecycle Stage Conflict,Critical,Open,
SYN000848,2025-10-24,Salesforce,HubSpot,Lead,LED001356,Lifecycle Stage Conflict,Medium,Open,
SYN000849,2025-01-17,HubSpot,Salesforce,Lead,LED000340,Lifecycle Stage Conflict,High,Open,
SYN000850,2025-05-01,Salesforce,HubSpot,Lead,LED001089,Lifecycle Stage Conflict,Medium,Open,
SYN000851,2025-09-20,HubSpot,Salesforce,Lead,LED001104,Lifecycle Stage Conflict,Critical,Open,
SYN000852,2025-06-09,Salesforce,HubSpot,Lead,LED000867,Lifecycle Stage Conflict,High,Ignored,
SYN000853,2026-05-12,Salesforce,HubSpot,Lead,LED003861,Lifecycle Stage Conflict,Critical,Resolved,7.0
SYN000854,2025-08-02,HubSpot,Salesforce,Lead,LED002370,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000855,2026-05-12,Salesforce,HubSpot,Lead,LED003548,Lifecycle Stage Conflict,Critical,Open,
SYN000856,2025-07-03,Salesforce,HubSpot,Lead,LED002729,Lifecycle Stage Conflict,High,Open,
SYN000857,2026-04-08,HubSpot,Salesforce,Lead,LED000701,Lifecycle Stage Conflict,Medium,Open,
SYN000858,2025-12-14,Salesforce,HubSpot,Lead,LED002167,Lifecycle Stage Conflict,High,Resolved,14.0
SYN000859,2025-10-08,HubSpot,Salesforce,Lead,LED003354,Lifecycle Stage Conflict,Medium,Resolved,14.0
SYN000860,2026-03-05,HubSpot,Salesforce,Lead,LED002604,Lifecycle Stage Conflict,Critical,Open,
SYN000861,2025-01-20,Salesforce,HubSpot,Lead,LED002864,Lifecycle Stage Conflict,Medium,Resolved,7.0
SYN000862,2025-10-19,HubSpot,Salesforce,Lead,LED002775,Lifecycle Stage Conflict,Medium,Resolved,2.0
SYN000863,2025-12-20,Salesforce,HubSpot,Lead,LED003230,Lifecycle Stage Conflict,High,Resolved,10.0
SYN000864,2025-06-01,HubSpot,Salesforce,Lead,LED000118,Lifecycle Stage Conflict,Medium,Open,
SYN000865,2025-09-14,Salesforce,HubSpot,Lead,LED002239,Lifecycle Stage Conflict,Critical,Resolved,5.0
SYN000866,2025-03-31,HubSpot,Salesforce,Lead,LED000162,Lifecycle Stage Conflict,Critical,Open,
SYN000867,2025-05-27,Salesforce,HubSpot,Lead,LED003624,Lifecycle Stage Conflict,Medium,Open,
SYN000868,2025-08-25,HubSpot,Salesforce,Lead,LED003129,Lifecycle Stage Conflict,High,Resolved,5.0
SYN000869,2026-04-10,HubSpot,Salesforce,Lead,LED003393,Lifecycle Stage Conflict,Critical,Open,
SYN000870,2026-04-05,Salesforce,HubSpot,Lead,LED003111,Lifecycle Stage Conflict,High,Ignored,
SYN000871,2026-02-12,Salesforce,HubSpot,Lead,LED001298,Lifecycle Stage Conflict,Medium,Resolved,7.0
SYN000872,2026-04-25,HubSpot,Salesforce,Lead,LED000363,Lifecycle Stage Conflict,Critical,Open,
SYN000873,2026-04-03,HubSpot,Salesforce,Lead,LED001353,Lifecycle Stage Conflict,High,Open,
SYN000874,2025-07-20,Salesforce,HubSpot,Lead,LED000643,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000875,2026-06-25,HubSpot,Salesforce,Lead,LED003543,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000876,2025-07-25,HubSpot,Salesforce,Lead,LED001628,Lifecycle Stage Conflict,Critical,Open,
SYN000877,2025-08-01,HubSpot,Salesforce,Lead,LED000606,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000878,2025-04-09,Salesforce,HubSpot,Lead,LED001190,Lifecycle Stage Conflict,Medium,Open,
SYN000879,2025-06-30,Salesforce,HubSpot,Lead,LED001871,Lifecycle Stage Conflict,Critical,Open,
SYN000880,2025-08-21,Salesforce,HubSpot,Lead,LED002054,Lifecycle Stage Conflict,Critical,Open,
SYN000881,2025-02-07,HubSpot,Salesforce,Lead,LED002117,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000882,2025-05-22,HubSpot,Salesforce,Lead,LED002033,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000883,2025-07-30,Salesforce,HubSpot,Lead,LED003611,Lifecycle Stage Conflict,High,Open,
SYN000884,2025-12-05,Salesforce,HubSpot,Lead,LED002598,Lifecycle Stage Conflict,High,Ignored,
SYN000885,2025-02-17,HubSpot,Salesforce,Lead,LED004151,Lifecycle Stage Conflict,Medium,Open,
SYN000886,2025-11-29,Salesforce,HubSpot,Lead,LED000609,Lifecycle Stage Conflict,High,Resolved,3.0
SYN000887,2026-05-19,Salesforce,HubSpot,Lead,LED001578,Lifecycle Stage Conflict,Medium,Resolved,3.0
SYN000888,2025-12-12,Salesforce,HubSpot,Lead,LED001676,Lifecycle Stage Conflict,Medium,Open,
SYN000889,2025-08-22,Salesforce,HubSpot,Lead,LED000288,Lifecycle Stage Conflict,Critical,Open,
SYN000890,2025-07-07,Salesforce,HubSpot,Lead,LED000849,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000891,2025-12-11,Salesforce,HubSpot,Lead,LED000496,Lifecycle Stage Conflict,Critical,Resolved,10.0
SYN000892,2025-08-20,HubSpot,Salesforce,Lead,LED003269,Lifecycle Stage Conflict,Medium,Ignored,
SYN000893,2025-05-06,Salesforce,HubSpot,Lead,LED000596,Lifecycle Stage Conflict,High,Open,
SYN000894,2025-10-04,HubSpot,Salesforce,Lead,LED002181,Lifecycle Stage Conflict,Medium,Open,
SYN000895,2025-07-05,HubSpot,Salesforce,Lead,LED004139,Lifecycle Stage Conflict,Medium,Open,
SYN000896,2025-01-20,Salesforce,HubSpot,Lead,LED000933,Lifecycle Stage Conflict,Critical,Open,
SYN000897,2025-03-09,HubSpot,Salesforce,Lead,LED002297,Lifecycle Stage Conflict,Critical,Open,
SYN000898,2025-09-24,Salesforce,HubSpot,Lead,LED001323,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000899,2025-08-04,HubSpot,Salesforce,Lead,LED001585,Lifecycle Stage Conflict,Medium,Open,
SYN000900,2025-09-20,Salesforce,HubSpot,Lead,LED002799,Lifecycle Stage Conflict,High,Open,
SYN000901,2025-06-23,Salesforce,HubSpot,Lead,LED002785,Lifecycle Stage Conflict,Critical,Resolved,14.0
SYN000902,2026-05-15,HubSpot,Salesforce,Lead,LED001904,Lifecycle Stage Conflict,Critical,Open,
SYN000903,2025-10-29,HubSpot,Salesforce,Lead,LED001865,Lifecycle Stage Conflict,Critical,Open,
SYN000904,2025-02-04,HubSpot,Salesforce,Lead,LED002679,Lifecycle Stage Conflict,Medium,Resolved,7.0
SYN000905,2025-05-09,Salesforce,HubSpot,Lead,LED001544,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000906,2026-03-11,HubSpot,Salesforce,Lead,LED004117,Lifecycle Stage Conflict,High,Resolved,14.0
SYN000907,2026-01-11,Salesforce,HubSpot,Lead,LED001523,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000908,2025-06-23,Salesforce,HubSpot,Lead,LED002310,Lifecycle Stage Conflict,Critical,Open,
SYN000909,2026-02-03,Salesforce,HubSpot,Lead,LED003787,Lifecycle Stage Conflict,High,Open,
SYN000910,2026-05-31,HubSpot,Salesforce,Lead,LED003593,Lifecycle Stage Conflict,Critical,Resolved,10.0
SYN000911,2025-05-04,Salesforce,HubSpot,Lead,LED000917,Lifecycle Stage Conflict,Critical,Open,
SYN000912,2026-03-23,Salesforce,HubSpot,Lead,LED000547,Lifecycle Stage Conflict,Critical,Open,
SYN000913,2025-06-07,Salesforce,HubSpot,Lead,LED001999,Lifecycle Stage Conflict,Critical,Open,
SYN000914,2025-05-20,HubSpot,Salesforce,Lead,LED001300,Lifecycle Stage Conflict,High,Open,
SYN000915,2025-12-16,HubSpot,Salesforce,Lead,LED000489,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000916,2025-07-11,HubSpot,Salesforce,Lead,LED001856,Lifecycle Stage Conflict,Medium,Resolved,21.0
SYN000917,2025-10-24,HubSpot,Salesforce,Lead,LED001909,Lifecycle Stage Conflict,High,Resolved,5.0
SYN000918,2025-08-05,Salesforce,HubSpot,Lead,LED001326,Lifecycle Stage Conflict,Critical,Open,
SYN000919,2026-02-08,Salesforce,HubSpot,Lead,LED001897,Lifecycle Stage Conflict,Critical,Resolved,1.0
SYN000920,2026-01-08,Salesforce,HubSpot,Lead,LED000776,Lifecycle Stage Conflict,Critical,Open,
SYN000921,2025-03-06,HubSpot,Salesforce,Lead,LED002912,Lifecycle Stage Conflict,Critical,Resolved,1.0
SYN000922,2025-06-18,HubSpot,Salesforce,Lead,LED000683,Lifecycle Stage Conflict,Critical,Open,
SYN000923,2025-04-11,Salesforce,HubSpot,Lead,LED003032,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000924,2026-03-02,HubSpot,Salesforce,Lead,LED002235,Lifecycle Stage Conflict,High,Open,
SYN000925,2025-10-18,HubSpot,Salesforce,Lead,LED004044,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000926,2026-05-14,HubSpot,Salesforce,Lead,LED003724,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000927,2026-03-24,Salesforce,HubSpot,Lead,LED003098,Lifecycle Stage Conflict,Critical,Open,
SYN000928,2026-03-22,HubSpot,Salesforce,Lead,LED002124,Lifecycle Stage Conflict,Medium,Open,
SYN000929,2026-05-15,HubSpot,Salesforce,Lead,LED003154,Lifecycle Stage Conflict,High,Resolved,14.0
SYN000930,2025-01-11,HubSpot,Salesforce,Lead,LED002194,Lifecycle Stage Conflict,Critical,Open,
SYN000931,2025-05-17,Salesforce,HubSpot,Lead,LED000768,Lifecycle Stage Conflict,Critical,Resolved,7.0
SYN000932,2026-05-26,HubSpot,Salesforce,Lead,LED002047,Lifecycle Stage Conflict,Medium,Open,
SYN000933,2025-05-03,HubSpot,Salesforce,Lead,LED004007,Lifecycle Stage Conflict,Medium,Resolved,5.0
SYN000934,2025-04-18,HubSpot,Salesforce,Lead,LED001133,Lifecycle Stage Conflict,High,Resolved,10.0
SYN000935,2026-04-18,HubSpot,Salesforce,Lead,LED003349,Lifecycle Stage Conflict,High,Ignored,
SYN000936,2025-07-22,Salesforce,HubSpot,Lead,LED002287,Lifecycle Stage Conflict,Medium,Open,
SYN000937,2026-01-27,Salesforce,HubSpot,Lead,LED003778,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000938,2025-10-30,Salesforce,HubSpot,Lead,LED002581,Lifecycle Stage Conflict,Critical,Ignored,
SYN000939,2025-04-26,Salesforce,HubSpot,Lead,LED002842,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000940,2026-06-04,Salesforce,HubSpot,Lead,LED001047,Lifecycle Stage Conflict,Critical,Open,
SYN000941,2025-02-12,Salesforce,HubSpot,Lead,LED003182,Lifecycle Stage Conflict,Critical,Open,
SYN000942,2025-09-28,HubSpot,Salesforce,Lead,LED001105,Lifecycle Stage Conflict,Critical,Open,
SYN000943,2025-08-01,Salesforce,HubSpot,Lead,LED002543,Lifecycle Stage Conflict,High,Open,
SYN000944,2025-12-24,Salesforce,HubSpot,Lead,LED000915,Lifecycle Stage Conflict,Critical,Resolved,14.0
SYN000945,2025-04-15,HubSpot,Salesforce,Lead,LED002371,Lifecycle Stage Conflict,High,Open,
SYN000946,2025-04-02,HubSpot,Salesforce,Lead,LED002480,Lifecycle Stage Conflict,Medium,Resolved,5.0
SYN000947,2025-04-07,HubSpot,Salesforce,Lead,LED003779,Lifecycle Stage Conflict,Critical,Open,
SYN000948,2025-07-07,HubSpot,Salesforce,Lead,LED003130,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000949,2026-06-14,Salesforce,HubSpot,Lead,LED000788,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000950,2026-04-13,HubSpot,Salesforce,Lead,LED002450,Lifecycle Stage Conflict,Medium,Open,
SYN000951,2025-11-20,HubSpot,Salesforce,Lead,LED001759,Lifecycle Stage Conflict,Critical,Open,
SYN000952,2026-02-26,HubSpot,Salesforce,Lead,LED003683,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000953,2025-04-05,Salesforce,HubSpot,Lead,LED002580,Lifecycle Stage Conflict,Medium,Resolved,3.0
SYN000954,2025-01-25,Salesforce,HubSpot,Lead,LED002585,Lifecycle Stage Conflict,High,Open,
SYN000955,2025-06-07,Salesforce,HubSpot,Lead,LED002029,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000956,2025-08-11,HubSpot,Salesforce,Lead,LED003722,Lifecycle Stage Conflict,Medium,Resolved,30.0
SYN000957,2026-02-24,HubSpot,Salesforce,Lead,LED002986,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000958,2026-06-24,HubSpot,Salesforce,Lead,LED001071,Lifecycle Stage Conflict,Critical,Open,
SYN000959,2025-11-03,Salesforce,HubSpot,Lead,LED003113,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000960,2026-06-10,HubSpot,Salesforce,Lead,LED002850,Lifecycle Stage Conflict,Medium,Resolved,30.0
SYN000961,2025-10-31,HubSpot,Salesforce,Opportunity,OPP001255,Required Field Missing,High,Resolved,1.0
SYN000962,2026-04-29,HubSpot,Salesforce,Opportunity,OPP000055,Required Field Missing,High,Open,
SYN000963,2025-05-16,HubSpot,Salesforce,Opportunity,OPP000298,Required Field Missing,Low,Open,
SYN000964,2026-04-19,Salesforce,HubSpot,Opportunity,OPP000528,Required Field Missing,High,Open,
SYN000965,2025-12-23,Salesforce,HubSpot,Opportunity,OPP001499,Currency Field Error,High,Open,
SYN000966,2025-01-04,Salesforce,HubSpot,Opportunity,OPP001180,Required Field Missing,Low,Open,
SYN000967,2026-03-14,Salesforce,HubSpot,Opportunity,OPP001067,Required Field Missing,Medium,Open,
SYN000968,2025-12-28,Salesforce,HubSpot,Opportunity,OPP001137,Currency Field Error,High,Open,
SYN000969,2025-04-02,Salesforce,HubSpot,Opportunity,OPP001120,Currency Field Error,Medium,Resolved,2.0
SYN000970,2025-09-14,HubSpot,Salesforce,Opportunity,OPP000171,Currency Field Error,High,Open,
SYN000971,2025-08-12,Salesforce,HubSpot,Opportunity,OPP000600,Required Field Missing,Low,Open,
SYN000972,2025-12-22,Salesforce,HubSpot,Opportunity,OPP000173,Picklist Value Mismatch,Low,Open,
SYN000973,2026-04-05,Salesforce,HubSpot,Opportunity,OPP000712,Required Field Missing,High,Ignored,
SYN000974,2025-06-02,HubSpot,Salesforce,Opportunity,OPP000737,Currency Field Error,Medium,Resolved,2.0
SYN000975,2025-10-26,Salesforce,HubSpot,Opportunity,OPP001588,Picklist Value Mismatch,Low,Open,
SYN000976,2025-07-28,Salesforce,HubSpot,Opportunity,OPP000537,Required Field Missing,Low,Resolved,1.0
SYN000977,2025-10-03,HubSpot,Salesforce,Opportunity,OPP001630,Picklist Value Mismatch,High,Resolved,14.0
SYN000978,2025-08-06,Salesforce,HubSpot,Opportunity,OPP001141,Picklist Value Mismatch,Low,Resolved,5.0
SYN000979,2025-12-22,HubSpot,Salesforce,Opportunity,OPP000716,Required Field Missing,Low,Open,
SYN000980,2025-12-25,HubSpot,Salesforce,Opportunity,OPP001283,Picklist Value Mismatch,Low,Open,
SYN000981,2026-01-03,Salesforce,HubSpot,Opportunity,OPP001367,Currency Field Error,Low,Open,
SYN000982,2026-04-25,Salesforce,HubSpot,Opportunity,OPP000575,Required Field Missing,High,Resolved,2.0
SYN000983,2025-12-02,Salesforce,HubSpot,Opportunity,OPP000192,Currency Field Error,Low,Resolved,2.0
SYN000984,2025-06-09,Salesforce,HubSpot,Opportunity,OPP000817,Required Field Missing,Low,Resolved,3.0
SYN000985,2025-08-28,HubSpot,Salesforce,Opportunity,OPP001433,Picklist Value Mismatch,High,Open,
SYN000986,2026-06-09,HubSpot,Salesforce,Opportunity,OPP000356,Picklist Value Mismatch,Low,Resolved,3.0
SYN000987,2025-12-29,Salesforce,HubSpot,Opportunity,OPP000165,Currency Field Error,Low,Resolved,7.0
SYN000988,2026-01-25,HubSpot,Salesforce,Opportunity,OPP001401,Picklist Value Mismatch,Medium,Open,
SYN000989,2025-09-06,HubSpot,Salesforce,Opportunity,OPP000185,Picklist Value Mismatch,High,Resolved,2.0
SYN000990,2025-06-19,Salesforce,HubSpot,Opportunity,OPP000777,Currency Field Error,Medium,Resolved,1.0
SYN000991,2026-04-24,Salesforce,HubSpot,Opportunity,OPP000243,Currency Field Error,Low,Open,
SYN000992,2025-04-25,Salesforce,HubSpot,Opportunity,OPP000222,Currency Field Error,High,Open,
SYN000993,2025-03-25,Salesforce,HubSpot,Opportunity,OPP000704,Required Field Missing,High,Resolved,3.0
SYN000994,2026-05-13,HubSpot,Salesforce,Opportunity,OPP000502,Currency Field Error,Low,Open,
SYN000995,2025-01-30,HubSpot,Salesforce,Opportunity,OPP001542,Picklist Value Mismatch,High,Resolved,14.0
SYN000996,2026-05-12,Salesforce,HubSpot,Opportunity,OPP001375,Currency Field Error,Low,Open,
SYN000997,2026-03-17,Salesforce,HubSpot,Opportunity,OPP000265,Currency Field Error,Low,Resolved,3.0
SYN000998,2025-12-03,HubSpot,Salesforce,Opportunity,OPP000204,Picklist Value Mismatch,Medium,Resolved,5.0
SYN000999,2025-02-14,Salesforce,HubSpot,Opportunity,OPP000825,Currency Field Error,High,Resolved,2.0
SYN001000,2025-02-15,Salesforce,HubSpot,Opportunity,OPP001424,Required Field Missing,Medium,Ignored,
SYN001001,2025-07-29,Salesforce,HubSpot,Opportunity,OPP000186,Required Field Missing,Low,Open,
SYN001002,2025-07-17,HubSpot,Salesforce,Opportunity,OPP001497,Required Field Missing,High,Ignored,
SYN001003,2025-06-21,HubSpot,Salesforce,Opportunity,OPP001504,Required Field Missing,Medium,Open,
SYN001004,2026-01-11,HubSpot,Salesforce,Opportunity,OPP001470,Picklist Value Mismatch,Low,Open,
SYN001005,2026-02-21,HubSpot,Salesforce,Opportunity,OPP001439,Picklist Value Mismatch,High,Open,
SYN001006,2025-01-16,HubSpot,Salesforce,Opportunity,OPP000353,Required Field Missing,Low,Resolved,3.0
SYN001007,2025-07-10,Salesforce,HubSpot,Opportunity,OPP001609,Picklist Value Mismatch,Medium,Open,
SYN001008,2025-04-29,HubSpot,Salesforce,Opportunity,OPP000380,Picklist Value Mismatch,Low,Resolved,3.0
SYN001009,2025-06-12,HubSpot,Salesforce,Opportunity,OPP000802,Required Field Missing,Medium,Open,
SYN001010,2025-11-29,HubSpot,Salesforce,Opportunity,OPP000610,Required Field Missing,Medium,Resolved,1.0
SYN001011,2025-08-30,HubSpot,Salesforce,Opportunity,OPP001397,Required Field Missing,High,Open,
SYN001012,2026-02-12,Salesforce,HubSpot,Opportunity,OPP000379,Picklist Value Mismatch,Medium,Resolved,5.0
SYN001013,2026-01-10,HubSpot,Salesforce,Opportunity,OPP000571,Currency Field Error,High,Resolved,1.0
SYN001014,2026-02-05,HubSpot,Salesforce,Opportunity,OPP001189,Required Field Missing,Medium,Resolved,14.0
SYN001015,2025-07-11,Salesforce,HubSpot,Opportunity,OPP000791,Currency Field Error,High,Resolved,30.0
SYN001016,2025-12-14,Salesforce,HubSpot,Opportunity,OPP000718,Currency Field Error,High,Open,
SYN001017,2026-05-28,HubSpot,Salesforce,Opportunity,OPP000346,Currency Field Error,Low,Resolved,7.0
SYN001018,2025-06-02,Salesforce,HubSpot,Opportunity,OPP000069,Currency Field Error,Medium,Resolved,21.0
SYN001019,2025-12-09,Salesforce,HubSpot,Opportunity,OPP000127,Required Field Missing,Low,Ignored,
SYN001020,2025-08-30,HubSpot,Salesforce,Opportunity,OPP000708,Currency Field Error,Medium,Open,
SYN001021,2025-02-14,HubSpot,Salesforce,Opportunity,OPP000103,Required Field Missing,Low,Open,
SYN001022,2025-06-13,Salesforce,HubSpot,Opportunity,OPP001146,Currency Field Error,Low,Resolved,5.0
SYN001023,2025-04-05,HubSpot,Salesforce,Opportunity,OPP000932,Picklist Value Mismatch,Low,Resolved,5.0
